id,text,creation_date,post_id,user_id,user_display_name,score
26315037,I could not find anything useful in the log. Moreover I did a `tail -f` of the log file. Its not even updated when I try to clone,2013-08-01 14:43:50.430000+00:00,17991421,1260176,,0
83894264,Updated the answer @JDB,2018-01-25 19:42:12.757000+00:00,48450629,1011527,,0
81792345,Sorry! I don't have time to refactor your code but I create a fiddle for you with a small example: https://repl.it/repls/MaroonColossalKusimanse,2017-11-21 17:28:05.257000+00:00,47417595,1130365,,0
11420799,"The value of the pointer inside the function call, outside it? It could be if you have the pointer in a watchlist and step into a function then as the pointer is no longer in scope, it cannot be evaluated by the watch windows. There are many possibilities really, code example plus a more accurate description of exactly what you are doing will help.",2012-02-01 10:07:19.403000+00:00,9093941,303612,,0
90658745,You call a WCF service in a Paint Message? omg why,2018-08-15 04:51:01.180000+00:00,51853102,1612975,,1
43711364,"I tried the following regarding the addition of the % sign:
[DECEMBER 2014]/(((SELECT rooms FROM HotelInventory c WHERE c.propertycode=pvttable.propertycode)*31)/100) + '%' as Dec2014
but it gives me an error msg ""Error converting data type varchar to float.""
I would be glad if you could help here regarding the one decimal place and the % sign.",2014-12-25 11:30:03.600000+00:00,27642524,3115933,,0
23765650,Thank you. When I used this I got this warning message: Illegal offset type in ... The illegal offset is occurring in 4 places. $data[$franchise['id']]['id']=$franchise['id']; $data[$franchise['id']]['h2hw']=$franchise->h2hw; $data[$franchise_sec->franchise['id']]['name']=$franchise_sec->franchise['name']; and $data[$franchise_sec->franchise['id']]['logo']=$franchise_sec->franchise['logo'];,2013-05-14 14:24:41.627000+00:00,16545117,1178512,,0
67059217,Then you might as well just use `acquire()` on both rate limiters you need?,2016-10-06 01:59:33.910000+00:00,39886206,869736,,1
66493205,"@Rashel I've updated the code, it is more complex now, but it should work",2016-09-20 10:54:21.140000+00:00,39588215,1514433,,0
3645269,This might just do it. The funny part is I've used it before.,2010-08-16 00:54:16.350000+00:00,3485868,13989,,0
79093057,Exactly as you doing now - the model in the view is `UserAssignRoleViewModel` so the parameter in your POST method should match - and its properties will be bound by the `DefaultModelBinder`. But you also need to show your scripts in the view if your not getting client side validation,2017-09-06 03:15:57.353000+00:00,46066132,,user3559349,1
14733015,@user1201399: are you referencing Oracle.DataAccess.dll? It doesn't sound to me that this dll can cause this problem but let's cover every option...,2012-06-27 02:25:25.187000+00:00,11209840,245860,,0
91643928,"thanks Sir Mirza Adil, got your idea",2018-09-15 22:21:28.393000+00:00,52323406,10218061,,0
55686945,"We can also terminate a DOS based COM-programm with a ""ret"" instruction, if we do not corrupt the stack and the code segment. Because DOS place the instruction of an ""int 20h"" at the top of the PSP and it pushes a zero word to the stack just before it let the programm execute. If we execute at last the ""ret"" instruction, then the cpu return to the address of zero and continue executing the instruction of the ""int 20h"" inside of the PSP for terminating our programm.",2015-11-27 21:07:19.147000+00:00,33964480,4308246,,0
33931488,"From what I can see in your `[dbo].[spNewHoliday]` stored procedure there are at least 1 possible point where you could get a no recordset returned, which might be your problem.",2014-03-11 14:01:53.867000+00:00,22324589,692942,,0
16468969,No I have not defined in any of these files.,2012-09-05 10:57:36.380000+00:00,12279839,390409,,0
37358511,"tablesorter is not adding any class names to the rows because you need to enable the zebra widget: `$(""table"").tablesorter({ widgets: [""zebra""] });` which is not done in the code above.",2014-06-13 05:24:14.673000+00:00,24174240,145346,,0
61685550,Is there only record for each MTRL value in CCCMPMTRL? I am asking this as you are trying to update same record for each update in MTRL table for given MTRL  field.,2016-05-06 10:37:11.600000+00:00,37068887,3676368,,0
75480839,Thanks for the comments. Creating an application with a gem that provides the engine containing the controller.,2017-05-29 06:09:16.770000+00:00,44233265,744562,,0
70951012,"@user3437460: you may have missed aromano's re-ask of the very same question, but re-worded, begging others to finish this work for him. That was quickly squelched by the moderators, and I'm surprised that the didn't ban him from the site.",2017-01-26 22:42:59.167000+00:00,41837889,522444,,0
11896696,your screen color is black even your text color is black .Moreover you have not write anything in textview. How can you see anything in screen...!,2012-02-23 12:39:51.173000+00:00,9412978,1055115,,1
88834154,"@root-kidz The type of a conditional expression depends on the types of the second and third operands, not on the (run-time) value of the first.",2018-06-18 20:35:18.030000+00:00,50915100,827263,,0
53594432,"your link could go dead anytime, you should probably give a summary of that article in your answer here.",2015-10-01 07:39:34.367000+00:00,18199518,2914407,,1
75745566,"What if it is a web project? There is no ""Debug"" tab on the properties.",2017-06-05 15:23:05.913000+00:00,18729109,863637,,0
80305510,"@cmj29607 I break the steps down , each step represent one conversion, if you have any question about it , free to let me know,  I am here to help  :) btw you have 15 rep , you can upvote ~",2017-10-11 02:07:55.757000+00:00,46677299,7964527,,1
59495966,"Database State will change in a multi-user system. You can't rely on the order of something that is changing after the user requests it. Either live with it or run your query in whatever MySQL has that is similar to SQL server's read committed snapshot isolation or oracle's standard read committed mode. You won't get the latest data, of course, if you do it that way.",2016-03-10 14:12:53.240000+00:00,35826288,453912,,0
61025238,"@ArivanBastos No, you don't need to include any plugin sources, this is done by Cordova automatically. Did you include `<script src=""cordova.js""></script>` in your index.html?",2016-04-19 13:37:50.930000+00:00,36713589,3432305,,1
74478736,are you still facing the issue ? or fixed it ?,2017-05-01 10:39:34.077000+00:00,40668930,4085647,,0
49992697,"`jq` is an awesome tool; I use it all the time. These days I combine it with `http` as an easier-to-remember `curl`. But what you're doing isn't really ""testing"", per se, rather Looking Manually At Output (LMAO). If you want to *test*, then actually test (Java version of LMAO http://stackoverflow.com/a/10859000/438992), otherwise it's just exploration. Exploration is *good*, but transitory.",2015-06-22 13:27:39.550000+00:00,30980762,438992,,0
69519881,"@Xvid sorry, but we shouldnt get into ... lets ask one more question in comments, and then another and another. If you have problems with nullpointerexceptions, you should start reading here http://stackoverflow.com/questions/218384/what-is-a-nullpointerexception-and-how-do-i-fix-it",2016-12-15 08:20:46.927000+00:00,41151152,1531124,,0
75434411,"sorry i miss to put it in, it's before the imports package com.dev.lhexpress;",2017-05-26 22:43:24.993000+00:00,44190305,8066484,,0
75109034,"If you want to have a method like the one you describe, as in pass along the parameter both the property, and the property value, you'll have to use reflection. but why would you want to do that? Are you trying to do something like converting SQL queries to linq?",2017-05-18 07:42:11.870000+00:00,44041476,6521806,,1
42683616,"I mean ""now"" (:",2014-11-23 10:27:41.017000+00:00,27085189,1991579,,0
24716202,"i am using git version 1.7.12
How to fetch all the branches.. I used command ""git fetch"" for this. Is there any other command to fetch with branch level ? Thanks !",2013-06-13 13:00:33.073000+00:00,16914681,2451120,,0
65809063,"It sounds like you are looking for the `Maybe`/`Option` monad, but the operations 3 and 4 would depend on the return value of operation 2, not on `myStuff`. So yes, you better use an explicit `if`-statement or ternary operator.",2016-08-30 19:50:47.343000+00:00,39225274,1048572,,0
12835667,"It is not possible to modify the format of the data, sadly. :(",2012-04-05 19:20:16.690000+00:00,10034680,248188,,1
24471306,"Can you write that down as an answer, so that this question can be marked as resolved?",2013-06-05 18:48:43.643000+00:00,16930551,2426818,,0
24749537,Is that not what the third constraint in the picture is?,2013-06-14 11:21:31.483000+00:00,17098910,998117,,0
12827767,"yeh! i have achieved this solution, but in this solution we don't have any NewRow so we can not identify which row is new. but although i have settled my problem with this solution, thank you",2012-04-05 13:41:36.360000+00:00,9988639,870561,,0
12868833,"Are you getting an error? If so, what is it? You can use mysql_error() to see exactly what is wrong.",2012-04-07 16:55:18.340000+00:00,10056385,250259,,2
45793002,"select CHANGE_EFFECTIVE_AMOUNT
from V_Rpt
where ACCOUNT_NUMBER = '100'
and CHANGE_TYPE_CODE = 2
order by TRAN_SEQUENCE_NUMBER desc limit 1,1",2015-02-27 01:12:26.980000+00:00,28755831,3081007,,0
82809915,"literally i dont know whats going on with query, let me learn and come back",2017-12-21 08:54:53.400000+00:00,47920952,2455896,,0
37778767,"Well, you have to create the `newInstance(int page, String title, String description)` method. If that's not the problem, then I don't understand you, sorry.",2014-06-25 22:04:48.783000+00:00,24416773,2857385,,0
85390246,"Then you don't have the font loaded in your application. Change it to font-family: 'Helvetica', 'Arial', sans-serif; and you will see that the font is changing bc every browser (usually) knows this font.",2018-03-09 11:29:40.840000+00:00,49192567,5397642,,0
74253394,"please use chain.doFilter(request,response) in filter method.Refer this http://stackoverflow.com/questions/4122870/what-is-the-use-of-filter-and-chain-in-servlet",2017-04-25 04:59:52.283000+00:00,43583283,1194481,,0
24365646,"@Baba No need to benchmark. They are just not comparable. You know the seek where to replace. OP does not. That's why this is **not** a duplicate of the question you quoted. Btw, would like to know what is soooo wrong with my example. Note that I have not optimized it as it is just an example that shows what the text says",2013-06-02 21:05:51.307000+00:00,16886959,171318,,0
63122128,@DarioOO: the huge news there is that Microsoft uses `git`.,2016-06-15 08:31:59.187000+00:00,37806572,13005,,0
28089840,is not working :(,2013-09-25 18:18:02.390000+00:00,19011628,2073489,,0
58709404,"So, appearantly in my form view the values stay selected BUT behind the scenes the values DO get reset. So I think this has something to do with the `selectpicker` after all. This is that script (in case someone else runs into the same issue): https://silviomoreto.github.io/bootstrap-select/",2016-02-19 15:45:25.317000+00:00,35508771,2257418,,0
65276248,"I still get Error: Cannot find module ""./app.component.css""",2016-08-15 18:32:45.037000+00:00,38960767,5244950,,0
1709772,"You can set the database isolation level to READ COMMITTED, then you will only be able to get the committed data while querying the database.

Thanks",2009-11-30 13:10:19.063000+00:00,1819658,175421,,0
2447339,"@David: Even when VS2010 comes out (which fixes this particular intellisense problem) it's still not going to be good, because your resulting executable will be HUGE because code needs to be reimplemented in every .cpp file that uses a class if it's inlined like you describe in the header. Don't fight the language here -- that is how it is designed. If you don't like that, go back to C#. C++/CLI is more for being able to reuse existing C++ code, not for new development, to my (albeit limited) understanding.",2010-03-16 22:33:34.053000+00:00,2456571,82320,,0
43835389,http://jsfiddle.net/r20e688p/  based on pared down code,2014-12-30 19:59:39.317000+00:00,27707374,4405671,,0
12371885,Have you turned break on exception on for debugging?,2012-03-15 23:17:15.607000+00:00,9714331,249105,,0
4315845,Thanks for the new response.  I figured out my problem.  I was trying to call my class name to trigger the event listener when I should have been using the instance name. Beginner's mistake.  Thanks again for the help!,2010-10-26 14:09:38.017000+00:00,4016724,468461,,0
74621163,what's not working for you? did you check your console and for errors?,2017-05-04 18:30:14.413000+00:00,43790203,1415724,,2
26020297,"This is not problem of SymPy or IPython, it is basic question of python syntax. Start by reading the python language tutorial or something like http://www.linuxtopia.org/online_books/programming_books/python_programming/python_ch06.html. It is important to understand the language that you are using before you start using any of the libraries it provides.",2013-07-24 08:19:32.957000+00:00,17824138,669329,,0
60971280,Is this really a **minimal** example? Surely you could have posted just 1 case (such as `'/n'`) that does *not* work.,2016-04-18 10:33:07.587000+00:00,36691343,918959,,0
38572341,"You have no control about the interna of the standard library containers, so you cannot assert that ""it's like pointer"". The standard says that the types must be complete, period.",2014-07-19 16:15:57.870000+00:00,24842076,596781,,1
29631390,ok but the binding in your class is on Entry ..it will not work for frame for example..since tab is a frame ...,2013-11-11 19:41:39.243000+00:00,19914029,2980054,,1
76165489,"Anyways, you're wanting `adb logcat -s ""app""`, or you need to edit the code to use Unity as the tag of the log",2017-06-16 12:12:20.603000+00:00,44588715,2308683,,1
40028121,Assaf just provided another method to access data outside Assets/Resources folder [Unity Manual](http://docs.unity3d.com/Manual/StreamingAssets.html),2014-09-02 10:56:42.817000+00:00,8298046,1642945,,0
744859,You only need one pthread statement and -lpthread at the end is enough.,2009-06-01 21:03:20.407000+00:00,936228,35060,,1
5985713,making it invisible doesn't work. on some browsers (mostly on linx). Making it small (1x1) doesn't work either.,2011-03-15 02:47:03.517000+00:00,5071567,93422,,0
36214422,"@Pointy it actually looks like it's becoming `""NaN""` from the message",2014-05-11 14:49:28.993000+00:00,23593826,1615483,,0
53616884,"I would need to delete n at the end of that function then, right?",2015-10-01 17:48:27.190000+00:00,32893697,3277493,,1
33760370,"Note that is `uncheckAll`, not `uncheckall`.",2014-03-06 18:29:18.910000+00:00,22232914,1011964,,0
71132429,"Replacing my code with your line stops the app from crashing, but now the `ImageView` is just black and does not load a bitmap.",2017-02-01 10:29:21.493000+00:00,41977191,4296244,,1
79911653,Just add to do 2 it's. to cover both scenario's.,2017-09-28 21:01:41.993000+00:00,46476189,650134,,0
40026267,@Satpal that's for sure.,2014-09-02 10:00:31.067000+00:00,25620542,3432401,,0
38849767,"You seem to have a slight confusion. First, please [don't use `mysql_*`](http://stackoverflow.com/questions/12859942/why-shouldnt-i-use-mysql-functions-in-php?rq=1); the `mysql_*` functions are outdated, [deprecated](http://us3.php.net/manual/en/intro.mysql.php), and insecure. Use [`MySQLi`](http://us3.php.net/manual/en/book.mysqli.php) or [`PDO`](http://us3.php.net/manual/en/intro.pdo.php) instead. Second, `mysql_num_rows` has nothing to do with prepared statements and is not a PDO feature, anyway. You prepare the statement before you run the query, not after it when you want to count rows.",2014-07-28 05:36:46.107000+00:00,24988867,2057919,,0
2127979,"@Jonathan BTW, I wouldn't be too quick to accept this - I'm sure there will be disagreements on the meaning of the quote :-)",2010-02-01 23:25:42.880000+00:00,2180769,,anon,0
67424749,I do not see that you have whitelisted the attribute :completed  in the tasks_controller.rb,2016-10-16 21:43:35.283000+00:00,40075805,2477691,,0
9377708,"Hi again Geoffrey, Just as a slight update, we're using Ext.Net.dll ver 1.0.4099.29324. I will update the resource manager .Locale and let you know the effect during our next release. Thanks again for all the info",2011-10-10 08:56:33.307000+00:00,7639755,777733,,0
2919335,"@T.J. Crowder - I took the OP at his word (since I'm using Mac/Safari right now) and simply provided a more correct implementation that I knew would work.  Even if the code in the question works, I think it should still be wrapped into a function instead of forcing the interpreter to eval the string.",2010-05-20 12:25:54.377000+00:00,2873535,12950,,0
33122065,I updated your answer and changed the package ids to ids of packages that are published and supported by the MS Patterns & Practices team. Please revert my change if you think this is inappropriate.,2014-02-19 09:25:25.850000+00:00,21875939,264697,,1
36094763,"Worked great once I managed to figure out the niggly bits of what to delete, haha. Thank you very much! For anyone else's future reference, I've updated my original answer.",2014-05-07 22:26:40.690000+00:00,23529420,3284077,,0
39198070,"I am not having problem in creating the ListView 
problem occurs with ListView recycle when keyboard pops up",2014-08-07 05:56:25.097000+00:00,25169643,3775481,,0
25670105,Did you manage to show the json in your browser? i.e. putting the URL directly into the address bar?,2013-07-13 14:25:30.747000+00:00,17626776,933198,,0
76527495,"@3000 I've read that already, but it doesn't really help me figure out what I'm supposed to be doing. Please tell me if I missed something",2017-06-27 06:28:54.040000+00:00,44743239,6931415,,0
2738347,"""I can make a deeper analysis and see where it goes to the constructor if you want."" I think that might help you answer your own question...",2010-04-26 12:41:25.533000+00:00,2713426,14637,,1
11187597,"Why are you populating another field, when you want the format to be the same?",2012-01-20 08:58:55.480000+00:00,8938734,50447,,0
34813213,Turns out what I actually wanted to do in the question is not a great idea. This is much better. I just happen to be refactoring a project with bloated controllers and was looking for shortcuts until I could actually refactor it,2014-04-02 23:48:55.370000+00:00,22751420,474719,,0
36656207,@zerkms I am always being surprised by the document links you find - or that someone went to the trouble of actually putting that up to help folks new to php. Just amazing :),2014-05-23 09:17:09.703000+00:00,23825248,1450077,,0
12771451,"@danbystrom Oh yeah, sorry. Have updated volatile version. Unless you are happy with your struct version, I would be interested if the new volatile version works. You may not read it, but if it's written by the main thread, even just during the initalization of a `new Val`, it could be cached by that thread I believe.",2012-04-03 12:20:28.730000+00:00,9991963,360211,,0
33969854,memory leak == even bigger hassle,2014-03-12 11:36:00.910000+00:00,22348939,1095108,,0
54165121,@Neal You might have to get reference to the 4th ViewController. This might help: http://stackoverflow.com/questions/10688848/how-can-i-get-viewcontroller-from-tabbarcontroller-on-appdelegate,2015-10-16 20:24:01.293000+00:00,33172395,1389997,,0
73598428,"No, we never did. It's still a mystery how any of this works.",2017-04-06 20:15:43.990000+00:00,32190276,5012832,,0
28829831,Check this link: http://www.webmasterworld.com/apache/3599696.htm,2013-10-18 07:38:36.140000+00:00,19443734,2609966,,0
75333534,are you doing that in render method?,2017-05-24 12:38:49.623000+00:00,44125276,821720,,0
31056436,"I did as said but its taking even more time now, what about nowait is that needed?",2013-12-22 11:43:10.673000+00:00,20727975,2720497,,0
90728600,There are many design pattern which look quite similar. All are based on good design principle and hence share them. Design pattern are different from one another based on the *intent*. Decorator and the wrapped entity have a common (super) type like Text.java may be wrapped in EncodedText.java,2018-08-17 05:19:28.227000+00:00,51887324,504133,,0
10431983,You code doesn't really access any remote servers. It is actually not even iterting through the collection as you are reading the servers.txt content as an array. There is a WMI way of doing this using CIM_DataFile WMI Class.,2011-12-09 02:49:54.313000+00:00,8424530,236131,,0
24316625,"I may be wrong, but I don't think that is possible. Normally people would go for a menubar app (right side), and skip the dock/having a menu (left side)",2013-05-31 14:33:44.847000+00:00,16859492,2327476,,0
79270959,"If I use lcd.print(char(0)) it works - it is trying to send lots of chars which is causing the problem. When I tried to use String(char(0) + char(1)) I ended up with an empty string... because char(0) terminates a string. I don't really want to have to call lcd.print() [or lcd.write()] lots of times, but will if it is the only way.",2017-09-11 11:34:16.060000+00:00,46154252,601587,,0
74044063,"Hello Rainhide, Do you still have this example for for from date and to date different calendars?
@rainhider",2017-04-19 11:50:42.413000+00:00,29102191,1675249,,0
4494979,homework? interview screening?,2010-11-12 10:18:18.420000+00:00,4163571,231917,,1
19200151,Should have been a comment - This answer is not very concrete and hardly answers the questions.,2012-12-18 06:14:01.580000+00:00,3190824,615421,,0
70566442,"Can't you simply use `[lower]` instead of `[lower,None]`? At least for `bisect_left`?",2017-01-16 20:43:26.837000+00:00,41684651,67579,,0
34261187,"When the Set ie = objShell.Windows(x) is triggered, (x) is correct, the macro successfully steps through the ""Set IE"" line, exits the ""for"" loop, but the macro is not interacting with the child page?  Maybe open a third page and see if the macro runs correctly if you have it set to focus on this third web page",2014-03-19 20:04:34.437000+00:00,22511170,2604372,,0
63542506,I think the dialog is consuming the back press as cancel. Look at this http://stackoverflow.com/questions/10346011/how-to-handle-back-button-with-in-the-dialog,2016-06-27 10:43:25.837000+00:00,38051493,4810277,,0
4675056,thankxxxxxxxxxxxxx.I got the point. I suppose to use java.,2010-11-29 16:51:44.770000+00:00,4305163,518431,,0
9849377,"uh... mistery solved. It was my mistake. Somehow my checkboxes were rendered as <input &nbsp;id=""chkbx_..."">. I have no idea how &nbsp; got there and I have no idea why I didn't notice that before. The fact that it was working only once threw me on the wrong track... Thanks.",2011-11-07 22:14:25.847000+00:00,8016783,507153,,1
8706067,"From the Wikipedia article: "" A cryptosystem which supports both addition and multiplication (thereby preserving the ring structure of the plaintexts) is known as fully homomorphic encryption"" - so as @borealid says, this doesn't allow any of the useful operations you might want to carry out on the data.",2011-08-30 05:55:46.313000+00:00,3339936,12030,,0
8440783,How do i launch the task from activity 2 when you go back to activity 1?,2011-08-14 16:32:11.773000+00:00,7057589,867895,,0
56621768,"Unfortunately, now it doesn't handle the case ""NORFOLK COUNTY"", after replace runs I still see ""COUNTY"". I only want to see ""NORFOLK"" in: ""NORFOLK COUNTY (formerly RM Haldimand-Norfolk)"", ""NORFOLK COUNTY"", ""COUNTY NORFOLK  (formerly RM Haldimand-Norfolk)""",2015-12-23 16:54:40.643000+00:00,34439409,2835355,,0
64793752,What is your input `n`?,2016-08-01 21:06:37.020000+00:00,38707679,4782863,,0
5355483,"@Brennan: I think you forgot the title? Otherwise, thanks for editing this.",2011-01-28 10:57:52.833000+00:00,4827145,366904,,0
85227609,why is it that setting `TokenValidationParameter.ValidateIssuerSigningKey` to false does not does the job of bypassing signature validation ?,2018-03-05 13:13:18.800000+00:00,35835672,1219280,,0
84330898,"Why do you want to check the concatenated string? Check for ""is it in firstname"" or ""is it in lastname"" does the job",2018-02-07 14:49:57.870000+00:00,48666446,3641014,,0
34415093,w480dp means screens with width 480dp and above that. And w720dp for width 720 and above that.,2014-03-24 07:32:03.063000+00:00,22529859,2776681,,0
18352029,"Can you do a little NSLogging near the scene of the crime?  Would like to see aRect and activeField.frame before the condition is checked.  It's pretty surprising that apple publishes this yuckiness:  What if the text field origin lies just above the top of the keyboard?  Also, it's quite a lot of hoop jumping to find the first responder, how about a quick search thru the view hierarchy instead?",2012-11-17 02:09:51.593000+00:00,13426294,294949,,0
37898864,but not working with GCC 3.4.3 on Solaris,2014-06-30 06:26:42.217000+00:00,24457066,2243490,,0
90651641,This is very tormentor.,2018-08-14 20:21:47.157000+00:00,51343650,6157616,,0
31115690,:P104_START_DATE = 22-DEC-2013,2013-12-24 13:52:59.003000+00:00,20761894,2967356,,0
23021017,You need to indicate the make time. Something like `mtime +5` could do.,2013-04-20 09:04:29.753000+00:00,16118336,1983854,,0
20711042,"ohh sorry, i had checked my crypto api it doesn't contains random number generator. What should i look for.",2013-02-09 17:02:59.563000+00:00,14786048,2056430,,0
79831139,"Yep, it's updated and it works for me :)",2017-09-26 23:16:08.880000+00:00,46437022,8666839,,0
47352735,"```# Decode streaming data.```

http://pastebin.com/UD30YMFJ

this code fails with error:
```TypeError: in method 'Decoder_process_raw', argument 2 of type 'void const *'```",2015-04-13 10:52:04.747000+00:00,29600958,1786016,,0
50032344,"At first your answer looked very promising, but after some testing I can say: 1) using [EmailAddress] and DataType(EmailAddress) has exactly the same effect. In other words, you say DataType is not a validation attribute, but it does add validation in this case. 2) using DataType(Text) or PostalCode create input which type is ""text"" in both cases, and look the same... if validations are not at stake, what's the point in using them ? In this case we know beforehand we will end up with text inputs anyway...",2015-06-23 12:08:28.610000+00:00,31002231,1219280,,0
78037602,"you're welcome @FernandoUrban, which php version gives the errors ?",2017-08-07 02:56:28.410000+00:00,45538661,4369087,,0
18046151,Why should i use $_SERVER ? I am using simple $dir because this is working in another script.I am working on localhost.,2012-11-06 04:55:52.930000+00:00,13244524,1756778,,0
2778731,32 characters is too long for a filename? Git uses hashes as filenames all over the place,2010-05-01 04:01:30.107000+00:00,2748803,309308,,1
12119121,Any tip to quick fix this?? Can I insert evaluation somewhere in that line of code I posted above??? Thanks,2012-03-05 01:03:11.560000+00:00,9560311,653874,,0
49790697,"And he is calling that `print()` metho, and nobody said it was **his** method, *per se*.",2015-06-16 17:50:43.150000+00:00,30870392,2506382,,0
19174694,"{""busty"": 1}... lol :)",2012-12-17 10:43:19.733000+00:00,13910902,981835,,0
73539457,"@Nithinlal, I wouldn't be so sure about that. Otherwise we would have seen a more detailed question.",2017-04-05 14:51:19.563000+00:00,43234570,7550472,,0
70454186,"It is a normal scene that users uninstall my program by running the unins000.exe. If so, I need to hide the build-in prompt.",2017-01-13 02:52:43.507000+00:00,41609262,6684581,,0
87973537,nested for loops,2018-05-23 05:01:38.283000+00:00,50480048,9023746,,0
28750681,"Yes, but ""1+2"" isn't a postfix expression.",2013-10-16 07:27:24.983000+00:00,19397155,1476062,,0
10425363,"Exactly what I was looking for, I don't know why I couldn't find that documentation. Thanks a bunch!",2011-12-08 18:59:34.887000+00:00,8427109,1087100,,0
81022500,"@Jack, sorry, misread the question. Now it removes duplicates.",2017-10-31 14:38:39.357000+00:00,47037526,4759200,,0
73158048,so you force log out onPause or onDestroy?,2017-03-27 01:02:33.380000+00:00,43035938,5750389,,0
