id,creation_date,post_id,post_history_type_id,revision_guid,user_id,text,comment
78126041,2014-11-20 21:32:10.600000+00:00,27049946,1,97061d1e-ddc6-40f8-8eaf-796607d3f869,4046856,ActiveSheet.Paste Failing VBA Excel,
31376577,2012-11-04 11:49:41.770000+00:00,13218253,1,5783202c-b332-4c2b-930f-d4400ef9c9fa,821110,How to get selected item from custom ListView?,
177571490,2018-07-13 10:38:26.640000+00:00,51323252,1,1f588aeb-7852-4e17-8e6d-9e3e991e08ad,5883141,OBIEE 12c - error when connecting to MySQL / PostgreSQL with native driver,
20536943,2012-01-30 19:30:12.137000+00:00,9069582,1,9430c0fa-fd50-43b5-aeb3-0ba818337751,955362,ant - input password for sshexec,
60012098,2014-03-10 15:48:52.620000+00:00,22304862,1,e939a0c1-abda-4c02-afc5-0df9ba5a5536,1547867,"How to decode EXI file (Efficient XML AgileDelta) without the Tag <?xml version=""1.0"" encoding=""UTF-8""?>",
131801411,2016-11-17 16:05:51.570000+00:00,40659631,1,ea8e6657-c409-4956-ad6d-87dd10ed2276,2500040,Dot is missed in email link,
120781018,2016-06-19 14:07:12.417000+00:00,37908088,1,9de4cc63-fe29-44f7-bbc8-6b46c74c67e8,6110318,AngularJS: is this a bad practice for authentification?,
3423145,2009-11-11 06:20:36.177000+00:00,1713399,1,953b5bd5-46f3-473c-8ec9-7e11174898ec,208442,Asp .Net MVC Caching with Velocity,
176878488,2018-07-04 07:04:21.757000+00:00,51167670,1,da79cb21-13b1-46f8-9eb9-4098e87354a8,10030473,"Error while using ""ElementRef"" in one of thhe service in angular",
183945681,2018-10-17 11:21:28.193000+00:00,52853681,1,31fbc671-f061-4c51-913d-944147091a4d,5693082,How to get the response of another observable when error occurs?,
108263202,2016-01-12 13:37:20.243000+00:00,34745189,1,59f57c99-fad9-4ad8-a164-ac561b353086,2205800,Multiple keyword search (wp job manager),
171123283,2018-04-12 13:54:58.187000+00:00,49798470,1,91511a4c-00e6-47cd-b10e-a67b2534ebbc,3263070,Wordpress function wp_set_post_terms issue for alphabetical indexing in wordpress,
93380850,2015-06-22 11:35:42.833000+00:00,30978978,1,5f745f45-8d52-48f6-945c-1208ec89282c,1336129,WritePad Handwriting Recognition SDK for WP8,
163254633,2017-12-21 10:50:31.823000+00:00,47923341,1,72bb4649-d455-4246-86bd-8ce5133240fb,9036446,Why does a php code with a variable in the same row dont work?,
22828033,2012-04-02 09:41:20.940000+00:00,9974096,1,b66b45f6-b3b3-4c88-9244-e6d358c211cb,513536,Restricting shown products to those not deleted in Spree,
156022977,2017-09-12 22:32:43.653000+00:00,46186250,1,62183d2b-d6ff-4a5d-a4b3-e6e3895ef378,1524462,Group Information in joined table for last available year,
185663821,2018-11-12 15:37:06.313000+00:00,53265427,1,46f846f5-9542-4c83-8de7-e035b25c6450,9700055,SQL to LINQ conversion C#,
36563200,2013-02-26 13:17:35.547000+00:00,15090105,1,06d8af3c-9501-4196-ba85-ced6a15998c6,1204411,Getting newest timestamp mysql,
52706656,2013-12-02 09:49:49.440000+00:00,20325224,1,aa317499-ba16-4152-bb57-516dae10baab,571718,Java: Overriding Clone without calling the super.clone,
17648041,2011-10-29 06:38:02.947000+00:00,7937386,1,58539c7d-0489-44ef-8a1b-0a17281d0da0,468539,git user info questions,
9240315,2010-12-07 21:09:38.413000+00:00,4381609,1,65469406-4247-424d-a6d5-3c790b93a2e2,534234,Is it possible to use dotTrace profiler from command line?,
130494543,2016-10-31 11:39:44.083000+00:00,40341442,1,bc0bc057-34bd-4330-a26d-63f1033575f9,6842716,Why do I get two different looking SaveAs Overwrite prompts?,
169870957,2018-03-26 19:56:12.450000+00:00,49499607,1,ec1f91d7-1839-4175-8205-1c7fa422f978,9554620,Laravel didnt find PHP Library RdKafka,
253707,2008-10-05 20:47:48.620000+00:00,172631,1,6dcae720-e85d-475c-906b-fce1ae1dac6c,18406,A platform for easy creation of custom websites?,
99878759,2015-09-17 19:21:43.103000+00:00,32638389,1,91434707-a4fb-4c9d-803a-dcfc359268f0,5298476,"C# winforms, gridview with checkbox column",
36657554,2013-02-27 23:55:57.990000+00:00,15124935,1,1a0a13de-00dd-4ed8-9e5b-8451710da699,2117601,ActionListener not working for anything,
85444593,2015-03-09 17:43:55.840000+00:00,28948457,1,f159be76-a449-408b-9ebb-2b975defc73c,4220335,I am trying to read a word from a column in a text file in python but get the error: 'list' object is not callable,
84124212,2015-02-19 11:44:43.937000+00:00,28605509,1,597fb6de-7742-4abb-ba5a-ba9ef5bb9c23,958967,Self complementing Codes,
61198699,2014-03-24 23:40:35.097000+00:00,22622779,1,8a40c721-162b-4e87-8a28-d69109bb50dc,1114773,Sending objects over the wire in grails,
25333673,2012-06-08 14:57:02.017000+00:00,10951266,1,e1e8121f-60cd-404f-96e5-9741ba0581f2,666040,Use a global variable as param for an action-bound method,
138406001,2017-02-15 04:23:21.117000+00:00,42240729,1,37682805-8efc-4486-a874-ae9b476959c5,7304770,casting and integer conversion confusion,
9506075,2010-12-21 18:36:48.490000+00:00,4502691,1,dab42f86-9659-4362-922c-3d9c7dd5723f,,What is the purpose of allocator_traits<T> in C++0x?,
170463063,2018-04-03 23:45:07.360000+00:00,49640631,1,8ed79654-896c-44a5-9971-e0cbe91411ad,9007768,react native margin between keyboard and input,
73879769,2014-09-19 19:05:02.150000+00:00,25940768,1,b24d7c2e-0cf9-42f0-a030-0aad6c1156cf,1376932,Using FileSystemWatcher to monitor file creation and copy it before deleted,
175379206,2018-06-12 02:05:14.727000+00:00,50808305,1,11a11659-cafe-4edf-ad18-2cbafe7ff690,9852730,Implementation of CDC mapping other than using mapping variable.,
44561703,2013-07-30 19:49:33.013000+00:00,17956074,1,2380e1d8-2c13-4bf1-ad27-80de3edfc97a,2635499,how to let JTable listens to user's selection and updates a cell value,
17148499,2011-10-11 20:48:58.370000+00:00,7732303,1,7c46e72f-3139-4bc1-8a22-1a0c9318ba5a,920117,C++ comparison and decreasing variables,
19513823,2011-12-29 08:55:28.920000+00:00,8665723,1,eb68c0cf-7e13-4fa0-8152-bb7a6bb99fe8,885838,Send vars to iframe loaded into extjs window widget,
139608644,2017-03-01 19:43:09.877000+00:00,42540592,1,cbd5143f-337b-4aee-938e-c9abb69a3e2b,1366228,How to hook into an angular component's events from a router-outlet,
177777743,2018-07-16 23:28:00.590000+00:00,51371285,1,40f05a99-e380-494c-8087-7931ddbed70b,9330636,How to get many to many values and store in an array or list in python +django,
61191997,2014-03-24 21:27:43.733000+00:00,22620946,1,963f2a4f-df1a-4100-8ce3-a9baa6755d96,3457253,HTML tag replacement/removal,
20591223,2012-02-01 05:09:37.537000+00:00,9091096,1,73b0b1c4-09db-4d79-bfd5-1f6710b53618,1000432,How to use like operator in select query in Apache Solr for java?,
170466750,2018-04-04 01:51:08.727000+00:00,49641530,1,bad78e73-4f91-4199-8c81-5829b0e7131f,9594110,Android Studio: EditText is not updating,
8234051,2010-10-13 07:03:58.833000+00:00,3921436,1,003dff35-de9c-48a0-88c5-9afb6509256e,198087,What's the best Apache Camel routes visual designer?,
70324858,2014-07-29 05:28:02.723000+00:00,25008751,1,04a670fb-a4b7-409a-a435-591ff3072602,3886477,AutoMount VHD from anywere....Project,
97308499,2015-08-13 08:57:40.473000+00:00,31983745,1,3749729b-c72f-45d8-962e-82139eaf71fe,551450,CodeIgniter-cURL on self assign certificate,
92725445,2015-06-13 02:06:59.817000+00:00,30814421,1,4c2d7e99-fb81-499c-b428-de01c2d620de,3741998,[Error]: bad characters in classname: (null),
33241436,2012-12-15 15:39:35.027000+00:00,13893570,1,d6eaae55-b909-4262-be6b-e91106bdb860,172752,Visual Studio Code Analysis: CA0001 Error Running Code Analysis - object reference not set to an instance of an object,
85728546,2015-03-13 02:40:28.733000+00:00,29024008,1,97ad0d41-1520-4f48-a7d8-ab2aff3f6d1c,1659189,how to use maven to generated jar file and run it?,
177439505,2018-07-11 16:51:01.677000+00:00,51290677,1,35dcefa9-5db7-404c-ab5c-06c2ff570193,1196358,PySpark join dataframes and merge contents of specific columns,
33149576,2012-12-13 13:49:21.707000+00:00,13861228,1,e4283e05-6c56-4d14-ae31-4b1cc45a21f3,1459158,Ignore a specific page when rewriting rules with wordpress,
80084435,2014-12-19 04:37:37.010000+00:00,27559802,1,97f3c4da-4295-4652-88c0-21245974e066,2250619,Stored procedure to get the next record and update the status of the row,
51341767,2013-11-12 23:50:35.417000+00:00,19942425,1,b2165623-1b4e-4c07-baee-5937cec046d4,2979006,Extension for Datagridview row to pass the value for SQL sever,
37620626,2013-03-18 01:10:24.120000+00:00,15468302,1,e80c0bb4-be11-430a-8002-4c928f070fe2,390038,How do I return a single entity with a self-join using LINQ (in VB.NET)?,
64446909,2014-05-05 23:39:21.867000+00:00,23483652,1,10633b52-d68c-4d24-8c4f-b348db00c70a,2692588,Header A doesn't recognize Header B?,
15285108,2011-08-07 13:54:34.190000+00:00,6973226,1,50d56815-db1c-43dd-a1a8-5ce938235e9d,470772,NodeJs - simple http server,
181085726,2018-09-04 12:19:15.360000+00:00,52166203,1,2e2134db-790f-4d42-8a55-78e7e327de61,6419722,Scala case class whose fields can be mandatory and optional at different instances,
106767570,2015-12-19 12:39:22.837000+00:00,34370849,1,9080ceb5-4e89-4875-815e-1c052038323c,1566467,PowerPivot calculate date difference in the current context,
70214056,2014-07-27 09:52:44.007000+00:00,24979798,1,67df5973-2629-486e-895a-5e397c9edf7d,3743884,separate one paragraph to several row by row in Javascript,
164392044,2018-01-10 16:37:42.620000+00:00,48192117,1,8aeb25e9-4bb4-4af1-b53b-b91809677b91,9195980,"How to get the ID of a panel when clicked, when panel ID is dynamically generated",
136365058,2017-01-19 13:35:55.837000+00:00,41743108,1,13d16bfc-54a3-4f29-a764-4988ff39ab4e,3654415,Copy to clipboard with click JS,
41395473,2013-05-30 05:56:32.043000+00:00,16828948,1,4788a66d-a6dd-4f31-a247-9c989c5bbfb6,2432369,Getting an error for $_server['SCRIPT_NAME'],
143265749,2017-04-16 20:16:50.213000+00:00,43441708,1,ba77c02a-a60e-4ef0-84d1-a2c7d6440db6,7766936,My c++ program is not keeping track of my 3n+1 longest sequence. Logic Help please,
107749816,2016-01-05 15:18:41.140000+00:00,34615113,1,88c96d2b-9970-4b6b-9cf1-854c0d1ccfa2,349877,SQL Server - getting duplicate rows with different queries,
148142377,2017-05-29 11:13:15.793000+00:00,44241150,1,495d7cac-48ef-424c-9cd4-921a746eda4d,7720521,Simple authentication using angularJS and php,
111235369,2016-02-19 08:07:48.143000+00:00,35500337,1,9abdc7ce-815e-49cb-ad06-7f32e6932159,1684140,How can I remove BitMap from the allocated memory using GC in android application,
24587235,2012-05-19 03:17:35.057000+00:00,10662026,1,d8797883-91c2-40f6-a3a7-c7fb5f3566d8,1230086,Python prime number list wrong?,
29507854,2012-09-21 17:09:03.640000+00:00,12535030,1,3cd09ebd-2b10-4d26-93de-d4d8a8db1659,1133737,Need help in sharepoint sharepoint list Item ID field,
97746177,2015-08-19 11:57:01.880000+00:00,32094852,1,9a022d5b-dd8e-4fe1-bf84-8ae2d83e7b81,2498345,Web Api not responds when use HttpResponseMessage,
53906537,2013-12-18 12:04:20.267000+00:00,20657738,1,d3f41126-c637-43c2-ac8e-11a37c14d09c,2475945,Titanium: InApp purchase for Iphone (Ti.Storekit),
175111754,2018-06-07 16:57:04.003000+00:00,50746595,1,4ba44688-4c98-4595-b6d0-899b978826ff,6014688,Swift 4: Can NSCoding and Codable co-exist?,
122589430,2016-07-14 00:37:10.677000+00:00,38363804,1,23d9d178-d554-415f-90c2-fc7fed005993,2404319,clearing heap memory of running process c++,
831103,2008-11-14 18:57:04.023000+00:00,291019,1,9b993603-7a51-4c6c-a7e0-1309e56a26c2,21005,Why are webapplications more popular than local applications?,
161540614,2017-11-27 16:32:13.977000+00:00,47515643,1,43d9e2a2-c93d-485e-b278-76778b86451c,8873724,MATLAB: Save multiple tables in excel using a while loop,
155991695,2017-09-12 14:00:08.163000+00:00,46178458,1,6814bff0-3df3-49f0-99f1-ef699fb36dfd,2346696,C++ threads add two array to one result array,
27541682,2012-08-03 06:17:10+00:00,11790289,1,53b86e94-9e35-41f4-aca2-671e6c7e333a,1383662,JPA LazyInitializationException?,
15699207,2011-08-22 08:27:52.407000+00:00,7144792,1,1216b107-10d7-4935-a0fd-7850b650343d,872417,file 'lib' not found when installing rails,
25262178,2012-06-06 23:18:15.953000+00:00,10923642,1,038bb0f1-6130-4a6c-a698-37df5ce43887,1382205,Elastic Search Analyzers and Facets,
35582089,2013-02-06 16:25:49.670000+00:00,14733905,1,f1924093-9158-466a-b5a7-ff77a4165692,1728853,Memory efficient groupby in Python,
128052431,2016-09-27 20:05:35.397000+00:00,39733396,1,0b205b5e-4d6e-41f3-aa53-3f02db9c173a,5428723,Add minutes to Store Times,
74726855,2014-10-02 12:49:01.033000+00:00,26161186,1,f8395710-e8b5-4f1c-b138-730f1059934a,4102413,User Defined Constructor for WPF user control,
170458240,2018-04-03 21:35:29.040000+00:00,49639472,1,661ffaeb-cd3c-4c41-9259-f3963d0fa3cf,5540870,ASP.NET Identity duplicates tables with custom names,
3198493,2009-10-22 08:39:54.953000+00:00,1605815,1,592d4834-ba7a-48c0-9669-c631bd2d6959,158209,How to submit form in loop in Selenium IDE,
77509559,2014-11-12 13:49:22.287000+00:00,26888545,1,adcebbf3-9310-4c99-8531-455006f7bbf1,1581090,Why do I get different syntax highlighting in eclipse?,
87570126,2015-04-07 16:31:33.487000+00:00,29496535,1,15ff0344-0d89-41dc-8d63-e56b33e15685,4759754,Hyperlink an li using Javascript,
145409246,2017-05-15 12:22:07.857000+00:00,43979441,1,f4d1987f-d4f6-4219-aed9-45ce72d25439,2974601,HoW to customize tablayout in android,
129969751,2016-10-24 05:18:13.937000+00:00,40211159,1,1cc7c52d-401a-475a-94a6-3c95a0c2bf3b,2014591,Golang Delve: Drop into debugger when unit test fails,
169335018,2018-03-19 20:20:37.300000+00:00,49371736,1,ba5c48e2-0daa-45a9-860b-d663b3e475b2,5216651,Which .scss file should I make site updates on?,
127657081,2016-09-22 08:56:55.547000+00:00,39634517,1,982f3ba0-25e4-499d-a790-4af775991411,2529125,Finding the angle between the 3D view vector and normal-Back face culling,
181135170,2018-09-05 06:10:28.383000+00:00,52178184,1,d4bd8fda-c521-4723-bd04-e663b3f31749,5297838,Quickly calculate difference wordcount dataframes,
94803210,2015-07-10 14:37:34.930000+00:00,31343560,1,3450658b-a4bc-4e2b-9a59-2768f1ba004d,4186707,Google App Invite button always lead to Google Play,
178058947,2018-07-20 10:28:04.117000+00:00,51440517,1,dc620b1f-f02f-4c47-aafa-d77944076337,7652996,drone ci publish generated latex pdf,
37503119,2013-03-15 08:49:06.573000+00:00,15428064,1,940d789d-dc01-4ad4-b389-c06f29a43e7e,1779637,Measuring upload speed in python,
160997067,2017-11-20 04:30:53.487000+00:00,47385105,1,2fd02acd-217a-401b-8359-97147734f363,8969065,android - Upload failed: You need to use a different version code for your APK,
13156704,2011-05-21 01:44:03.973000+00:00,6079078,1,c42ba103-17b2-4308-ae68-b77b9f928b6f,763584,retrieving and comparing xml data,
164031558,2018-01-05 03:23:27.380000+00:00,48106793,1,73644ad3-aa4b-4d05-91c4-dc2e697761af,8821844,Firestore does not save line breaks from text area,
17229529,2011-10-14 09:34:31.133000+00:00,7765724,1,4747b6f9-d7f1-452c-a0b5-854b05e8e0c7,953906,"can i know which Annotation was tap,no use mapView:didSelectAnnotationView",
103843018,2015-11-10 22:55:03.963000+00:00,33641229,1,7405ddcd-c117-4a4c-8c75-76a1396a640b,5171461,program crashes [Beginner],
31155764,2012-10-30 09:38:49.587000+00:00,13136196,1,65110476-abd1-442c-ac4d-093b2138479d,1574294,Set class member value by it's name,
152866364,2017-07-31 15:16:15.983000+00:00,45419605,1,95dc30ff-9689-4f03-a2ac-0d1b57449d71,7166612,How can I download high resolution images from google use python + selenium + phantomJS,
84951046,2015-03-02 22:11:23.503000+00:00,28820427,1,493c6cb5-a59b-4273-a6a0-2ba122e429f4,3471823,different text colors in placeholder,
61171616,2014-03-24 16:44:52.847000+00:00,22615489,1,8c9509ae-27f4-4856-880e-fc005d7c0fe6,3456251,how to continuously update a graphics window in ruby using tk,
132591640,2016-11-28 14:51:39.720000+00:00,40847155,1,79463e12-2add-4378-b938-fb5064acf5c5,6864770,Displaying content when a checkbox is ticked,
115464948,2016-04-12 02:31:44.613000+00:00,36562624,1,dd80dbcd-b060-4bfb-9911-ae6ca13b3141,6096629,on duplicate key update have syntax error,
55772128,2014-01-16 10:47:42.520000+00:00,21159591,1,75390f06-53a7-4906-91f8-13f081a05ad3,2968607,how to get an unsaved entity on server but not for saving?,
175143645,2018-06-08 06:07:30.933000+00:00,50754341,1,8e6d0f76-116c-48b3-8e82-51f64a795eed,9472746,html_table doubles value of columns,
91894555,2015-06-02 15:53:56.867000+00:00,30600862,1,ff5e0f50-4e49-4229-a623-b4df63c71c38,4934849,Android studio expected class or package,
167219020,2018-02-19 14:54:03.883000+00:00,48868704,1,a93c8355-af1b-4806-8da0-5f8b5cbc75d1,4303014,what is the difference between Registering EJB bean and Rest Resource through ws.rs.core.Application and ResourceConfig using @ApplicationPath(/able),
68605615,2014-07-03 17:31:50.323000+00:00,24559973,1,c450b798-28d9-4163-9126-0e572710d4ef,3802730,How to embed java database server into distributed jar?,
87688272,2015-04-09 01:18:23.117000+00:00,29528102,1,400df357-0da3-4b08-bbd6-e316088f8bac,340947,"What is the default mode (public, protected, or private) of inheritance in C++?",
51850594,2013-11-20 00:45:03.113000+00:00,20085261,1,82a6bab8-06c2-4463-b813-7197e2311cfd,2186635,SQL ConnectionString not working,
65057041,2014-05-13 21:18:42.463000+00:00,23641755,1,f09f8b3c-d53b-4558-91ec-9776d3d3390e,3634237,Dropdown element goes outside the website container in everything webkit,
16825163,2011-09-29 17:43:02.033000+00:00,7601256,1,fc63d623-f97e-4300-ac03-f504505323f9,198164,Can subclass inline a pure virtual method that is not inline in the base?,
73880907,2014-09-19 19:25:41.670000+00:00,25941060,1,11c7a668-527a-434e-92da-f6fc578cafe0,4046239,R - Can you graph multiple y points for the same x coordinate?,
86093179,2015-03-18 08:01:24.877000+00:00,29116799,1,8fae34dd-a672-42aa-83ec-fe88909ee366,1605730,Escaping square bracket inside variable for grep querystring inside of shellscript,
54562606,2013-12-29 21:49:00.480000+00:00,20830435,1,15ca2215-a1cb-4786-9ea7-b422bd15c661,1789193,"Javascript, issue in reading json with dynamic content",
77056150,2014-11-06 00:17:01.333000+00:00,26769646,1,5862baf4-43d9-4ca9-aedd-7476126d4b5d,3962288,I think TM package cannot plot 2 letter word like bg or go or su,
84447689,2015-02-24 05:23:10.410000+00:00,28688691,1,75035b8a-e464-4026-8a5c-90e138c16107,1802473,C# how to subscribe set event after async from interop dll,
149473421,2017-06-15 21:28:36.730000+00:00,44577326,1,e981a1a5-8b0c-4b1f-9aad-967404b768f5,8168518,compare 2 excel columns with data in adjacent columns,
170745779,2018-04-07 11:32:20.407000+00:00,49706921,1,dbf28f9b-9f1b-450a-b151-ecb7614728de,8322332,how to multiply time with double as in calculate the overtime payment,
97942194,2015-08-21 16:51:22.420000+00:00,32145587,1,92c3eacf-0ea8-4bdb-9298-88aca708f0d7,4334585,Runtime exception while inflating using layoutInflator xamarin?,
117555040,2016-05-07 21:49:55.823000+00:00,37094077,1,fafb5427-e881-446f-8bf4-a8ea6f48a429,2391849,Fragment not attached to it's Activity but it should,
17405346,2011-10-20 14:27:32.817000+00:00,7837449,1,7c95a971-9496-43b5-896b-14499b86101c,536352,How to add a line break if a specific text pattern is found,
123982944,2016-08-02 07:16:49.490000+00:00,38714021,1,388b0e2c-6cdf-4f75-bd93-4f22d6f45e92,3082566,Is there a list on how to use material-ui icons in the svg-icons folder?,
20637949,2012-02-02 09:16:15.430000+00:00,9109726,1,3d5347d1-612c-480e-ada4-ed47979157ac,734015,Styling Checkbox,
172621908,2018-05-03 10:59:06.383000+00:00,50153406,1,11048bd3-3e7f-4611-8077-683e963e8a28,4166537,"Remove injects from constructor - ""Please add a @Pipe/@Directive/@Component annotation.""",
14882990,2011-07-23 21:55:35.707000+00:00,6803555,1,008fbed4-31ab-47e2-b8a6-d7ce5ba3bfca,859737,"Loop sound, but finishing last iteration.",
36645566,2013-02-27 19:18:24+00:00,15120462,1,f0dbb45e-fc7e-46ee-894f-5930a8da0f58,1916171,Wordpress : data exchange betweeen two plugins,
27815920,2012-08-10 01:39:53.480000+00:00,11894352,1,c84ab447-f8d2-42ca-a482-2085dc25941b,1168301,Service Broadcaster/Runnable wont stop,
102334148,2015-10-21 13:48:28.677000+00:00,33261107,1,696b31d5-1dbc-43e7-aebd-954fce40434d,1139335,Scrollview does not update,
118743256,2016-05-23 15:24:51.443000+00:00,37394866,1,647e6e62-cbde-4402-bf28-e4d8227a64f2,6194591,Display data using json in datatables codeigniter,
33877165,2013-01-02 03:09:53.330000+00:00,14116457,1,c0209dfd-5f90-40d4-9ee6-cc0317dc931e,1824810,FastRWeb performance on Ubuntu with built-in web server,
48516335,2013-10-03 02:24:24.303000+00:00,19149783,1,445fcf5f-9a24-4e82-8cf6-27f88eaf1ab1,2834372,Complicate class for storing and calling a pointer to the static or member void function,
134338274,2016-12-21 14:01:58.647000+00:00,41264587,1,c2a0266f-4606-497d-8279-374a70c8da1c,7310698,how to compare same file and send mail in linux,
6581178,2010-07-04 20:44:13.800000+00:00,3176154,1,4967f41e-8c20-4152-b6bc-a801333c9805,383242,Incorporating a javascript variable in a file path,
7682561,2010-09-09 03:04:41.040000+00:00,3673488,1,17dc2535-57f9-416a-bc1d-44bd3660c150,286096,how to setup datepart set sql start date and end date,
143723906,2017-04-22 07:44:16.077000+00:00,43556662,1,6e3d8159-f906-4799-8d08-ca49546681a6,579628,Get the response in Silverpop IBM SaveMailing API,
73339802,2014-09-12 02:17:04.043000+00:00,25799728,1,e46d3940-129e-4422-8679-6c29443e7454,317589,JSLint: Expected 'else { if' and instead saw 'else if,
15844841,2011-08-26 12:36:05.823000+00:00,7204704,1,1855f60e-d180-4b80-b7d8-9549350d6bed,479770,Java user control region,
6392995,2010-06-22 01:45:55.283000+00:00,3089684,1,8cac6d40-4a7e-4d65-bddd-be4fc997274a,368981,PHP Image Optimization,
139692709,2017-03-02 17:25:23.243000+00:00,42561982,1,4ef2370f-a7e8-48a6-b13d-ceb190872037,2641520,How to launch Regsvr32 in an elevated command prompt via CreateProcessAsUser,
5216384,2010-03-31 11:58:25.647000+00:00,2552634,1,b6924b04-12a7-433a-9181-28ba5ae44525,132606,XML to XAML conversion,
160224541,2017-11-09 12:01:29.623000+00:00,47201319,1,0f6baf0c-4c3b-4d94-b5e8-6a1fb1cd3bad,1966074,With FSharp.Data any way to convert JsonValue to JsonProvider type?,
83144204,2015-02-05 17:01:10.640000+00:00,28349797,1,110fb450-7339-465b-9032-149f7c644951,3200161,Which encoding should I use to save AES encrypted password in property file?,
85758959,2015-03-13 12:16:26.317000+00:00,29032029,1,a6e006e6-612d-4375-9b4a-854d4893a4f4,3809570,media player should stop on disconnecting headphone in my android app programatically,
186488222,2018-11-24 17:35:26.720000+00:00,53460742,1,bb1e6fac-cfd8-4ae8-922b-8304c0282000,10671481,Excel VBA crashes after a larger number of rows,
48663448,2013-10-04 22:10:00.113000+00:00,19191570,1,cb5b69e8-2a98-4d9b-9112-521a20a2babc,2535549,"Why does vSphere think I moved or copied my VM, when I have not?",
179527036,2018-08-10 20:56:59.983000+00:00,51793961,1,33d046bb-7725-4588-85bf-af93459cb8b7,7438869,Marklogic how to loop each node,
142103254,2017-04-01 20:43:00.073000+00:00,43161814,1,0f0fceca-25ce-4340-a2d4-670e66e37521,7376458,increment operation in a printf statement - c programming,
136091890,2017-01-16 11:59:42.110000+00:00,41675956,1,f217ef7e-e84c-4e08-aec2-e32d2c7177d0,1332416,How to check version is greater than some base value?,
60647936,2014-03-18 08:49:31.493000+00:00,22474310,1,c66feaaf-9ae1-421a-8731-617611e48a8c,790607,Django: Filter a model with multiple parameters for a single ManyToManyField,
51259761,2013-11-12 01:23:18.343000+00:00,19919220,1,5a189b85-1ee7-4f38-90e1-fa2f3ff3ac82,1030720,Throw a Composite Exception in Java,
16148202,2011-09-06 22:15:14.387000+00:00,7326807,1,7feed01c-fa2f-4e4b-a9cb-a6c9d5ab50d2,334179,"word press home static page, and main image, and deleted home",
183392535,2018-10-09 13:17:08.507000+00:00,52722042,1,75a80dec-6fbc-4071-b70b-44c8f85cdf9c,4743084,Selenium Grid Extras not running tests,
132512291,2016-11-27 11:18:57.283000+00:00,40828317,1,2b1fe450-75f7-4848-bdbb-6a902d986339,7191928,"When estimating worst-case execution time T(x,y) of an algorithm, should I count if statements?",
11564286,2011-03-23 10:17:39.190000+00:00,5403675,1,318d75ba-2f60-47bd-b5dc-65276181e564,135731,MVC Routing / HostHeader does not work when I use RequireHttps,
52459427,2013-11-28 03:28:37.960000+00:00,20257198,1,4168c1a0-a60d-45a1-9a12-50e80b142eb0,1826383,HTTP Post from Android to PHP backend,
120324942,2016-06-13 15:12:12.920000+00:00,37793314,1,5b2d2288-76f4-4249-a289-1e951d09fb2e,6134928,XML to SOAP service,
112294869,2016-03-03 09:11:32.940000+00:00,35767701,1,9746fb26-905d-4f56-8cb4-e65e0d5bced6,6012282,FreeRDP Connection termination,
186188452,2018-11-20 08:56:00.987000+00:00,53389364,1,af7da168-0488-47af-b4ef-2bd91c833187,9263230,"Python code doesn't print anything, just gives code 0",
47571130,2013-09-19 01:17:49.657000+00:00,18884840,1,6d1dbc7f-c49a-42b9-a51e-8f7d30db8d0d,1526335,Adding a new array element to a JSON object,
