id,body,comment_count,community_owned_date,creation_date,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,post_type_id,score,tags
8044988,"<p>I've been thinking about this for some time now, and I'd also like to nominate myself for the Stack Overflow 2011 community moderator election.</p>

<p>If nothing else, I have a tremendous amount of respect for this community and what it has accomplished, as well as a passion for contributing.  I may not be one of the original users, or one of the reputation stars, or stand out from the crowd in any particular way... But I'm here and I'm contributing and I want to do what I can to help where I can.</p>

<p>Stack Overflow has provided me with help on countless occasions.  I haven't asked many questions because at least 3/4 of the time the question I have has already been asked and answered.  There is a wealth of content here and it's growing every day.  Given everything I've received from this website, I want to help keep it going.  I want to help maintain the standards that make this community so great.</p>

<p>I'll let <a href=""http://stackoverflow.com/users/328193/david?tab=accounts"">the content I've provided</a> to this community speak for itself.  I like to think some of it is great.  I admit much of it is mediocre.  I also admit some of it is poor.  (Indeed, I'm sure I've left some comments from time to time which really aren't constructive at all.  We all make mistakes, and I'm no exception to that.)  All of it together represents who I am and how I contribute to this community.</p>

<p>My reputation graph seems to reflect the time I spend on this site in the fact that there are months where I'm here constantly and there are months where I barely contribute.  My professional life sometimes keeps me away from this community, but I'm never so far as to not help out in some way.  Even on days when I can't find the questions to answer or the time to answer them, I'm still here browsing the content.  Learning from others, helping to moderate (voting to close or migrate, leaving hopefully helpful comments on questions for which I don't otherwise have an answer, and so on), sometimes just bumming around and looking for a way to contribute.</p>

<p>Between the wonderful content which has helped me on countless occasions, the content I've provided which has helped me grow as a developer, the members of the community with whom I've interacted, and even the wonderful job I landed through Stack Overflow Careers... I've gained so much from this community.  Being a moderator is another way for me to give back.</p>

<p>Thank you for your consideration, and thank you for taking the time to participate in the Stack Overflow community moderator election.</p>",0,2011-11-08 01:36:38.190000+00:00,2011-11-08 01:36:38.190000+00:00,2011-11-08 01:36:38.190000+00:00,2011-11-08 01:36:38.190000+00:00,,328193,,328193,6,-1,
4730010,"<p><strong>Stackoverflow</strong> allowed my <strong>progress</strong> faster than I imagined and I would like to give a bit more back to the <strong>community</strong>. </p>

<p>I enjoy helping out whenever I know how, but when I don't, moderating should allow me <strong>contribute</strong> to the maintenance of <strong>Stackoverflow's awesome standards</strong>.</p>

<p><img src=""https://i.stack.imgur.com/ugY4x.jpg"" alt=""Vote!""></p>",0,2011-01-18 22:55:44.970000+00:00,2011-01-18 22:55:44.970000+00:00,2011-01-18 22:55:44.970000+00:00,2011-01-18 22:55:44.970000+00:00,,89766,,89766,6,0,
4729678,"<pre><code>vote 4 me //i'm kiddin
</code></pre>",0,2011-01-18 22:16:51.697000+00:00,2011-01-18 22:16:51.697000+00:00,2011-01-18 22:16:51.697000+00:00,2011-01-18 22:16:51.697000+00:00,,237681,,237681,6,0,
29495731,"<p>I would be a good moderator because:</p>

<ul>
<li>I have a reasonably high reputation to indicate active participation</li>
<li>I show some interest in the meta-community</li>
<li>I lead by example and show patience and respect for my fellow community members</li>
<li>I exhibit intangible traits as discussed in the <a href=""http://blog.stackoverflow.com/2009/05/a-theory-of-moderation"">Theory of Moderation</a></li>
</ul>",0,2015-04-07 15:49:19.267000+00:00,2015-04-07 15:49:19.267000+00:00,2015-04-07 15:49:19.267000+00:00,2015-04-07 15:49:19.267000+00:00,,679449,,679449,6,0,
4729708,<p>I want to put it on my <strike>college application</strike> CV.</p>,0,2011-01-18 22:20:42.057000+00:00,2011-01-18 22:20:42.057000+00:00,2011-01-18 22:20:42.057000+00:00,2011-01-18 22:20:42.057000+00:00,,114994,,114994,6,0,
4729601,"<p>Back when he was in high school, my dad ran for senior class president on the slogan of </p>

<blockquote>
  <p>""Slicer is Nicer"".</p>
</blockquote>

<p>Well, I may certainly be nice too, and that will be tempered with patience, respect and professionalism.  As a professional developer for over 15 years and a technology hobbyist since 1982, I believe you'll find I will do well to keep this community moving forward and bringing the best practices of development to aspiring technologists.</p>",0,2011-01-18 22:08:01.350000+00:00,2011-01-18 22:08:01.350000+00:00,2011-01-18 22:08:01.350000+00:00,2011-01-18 22:08:01.350000+00:00,,3312,,3312,6,0,
4730060,"<p>A good mod is a person who realizes that there are two sides to every story, and that often people need a little extra help along the way. Mods are often teachers, they are often trusted, and they are always engaged. They definitely know that the community is larger than the stated goal of the community, and they participate within the community regularly.</p>

<p>I'm active on MSO having over 900 points (granted, I'm nowhere near the top, but I'm in the top 500 sure enough), I'm active on SO (I think 3500 points qualifies me as understanding the system and actively participating), I'm a regular SE enthusiast, and I'm currently helping DBA.StackExchange.com get off the ground, where I'm also a regular on both the site and the meta. Many people have observed that I'm just about as committed to the SE system as anyone can be.</p>

<p>I am often found in the SO chatrooms, the MSO chatrooms, and on some of the SE chatrooms. I routinely help people work out their problems by way of rubberducking and encourage them to post a proper SO question that we can then use for collaboration and that can in turn give back to the community.</p>

<hr>

<h2>Enough about that, let's focus on what you care about:</h2>

<p><strong>Why does someone want to volunteer to be a mod?</strong></p>

<p>Surely the person who <em>volunteers</em> for a public-good task is probably the least suited for the job, yeah? </p>

<p>That would be true if I were asking to be a SOIS - Community Senator or something, but I'm really just looking to be a better janitor. I already flag questions for close, suggest comments on how to make other questions better, edit titles/tags/questions, and generally help with the upkeep. But I would be happy to take that one step further and help a little more, because I believe in SOIS and the mission to make the internet a better place.</p>

<p>Of course, I also realize that I could just be some power hungry guy looking to make a name for himself as a ruthless mod, exacting bloody vengeance throughout the community as tho I were the grim reaper and my mod abilities were my scythe. But with Jeff on the horizon, I doubt anyone could pull that stunt at this point, even if they were so inclined. So no, I don't want to be a <em>god mod</em>, I just want to help keep the SO community in good general repair, and help out as I can.</p>",0,2011-01-18 23:02:43.190000+00:00,2011-01-18 23:02:43.190000+00:00,2011-01-18 23:02:43.190000+00:00,2011-01-18 23:02:43.190000+00:00,,109749,,109749,6,0,
33617285,<p>Just wondering if I can nominate myself to be a <em>double moderator</em>. Filler filler filler. Filler filler filler. Filler filler filler. Filler filler filler. Filler filler filler. Filler filler filler. </p>,0,2015-11-09 20:02:51.343000+00:00,2015-11-09 20:02:51.343000+00:00,2015-11-09 20:02:51.343000+00:00,2015-11-09 20:02:51.343000+00:00,,229044,,229044,6,0,
4730061,"<p><img src=""https://i.stack.imgur.com/jAgMm.jpg"" alt=""Dr. Evil""></p>

<p>When I'll be a moderator, I'll be one step closer to total SO domination! When my reputation reaches to 1 billion points <a href=""http://meta.stackexchange.com/questions/25453/has-anyone-ever-used-their-gained-reputation-points-to-get-a-job-or-something/25458#25458"">as promised before</a> I'll fire Jeff and Joel and dominate SO!</p>

<p>Vote for Dr. Evil!</p>",0,2011-01-18 23:02:45.897000+00:00,2011-01-18 23:02:45.897000+00:00,2011-01-18 23:08:00.200000+00:00,2014-04-24 17:07:48.717000+00:00,,-1,,40322,6,0,
33624932,"<p>Are you able to submit a nomination after the nomination period is over?</p>

<p>Apparently you are. Take that, election primary vote monitor scripts!</p>

<p>Elect me as double-moderator!</p>",0,2015-11-10 07:37:03.310000+00:00,2015-11-10 07:37:03.310000+00:00,2015-11-16 21:14:36.243000+00:00,2015-11-16 21:14:36.243000+00:00,,1114,,1114,6,0,
8070129,"<p>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.</p>",0,2011-11-09 19:01:31.687000+00:00,2011-11-09 19:01:31.687000+00:00,2011-11-09 19:01:31.687000+00:00,2011-11-09 19:01:31.687000+00:00,,2,,5640,6,0,
4729691,"<p>I firmly believe that a good moderator is like a good pre-school teacher.  Willing to listen to all, to help others better themselves, be there to arbitrate disagreements and able to learn from their <em>own</em> mistakes.  I may not be the best developer around (there are many before me who have a better claim to that title), but I think I can be fair.</p>

<p>Holy crap, I just compared all the members of this site to pre-school children.  Well, there goes <em>my</em> nomination!</p>",0,2011-01-18 22:19:03.423000+00:00,2011-01-18 22:19:03.423000+00:00,2011-01-18 22:19:03.423000+00:00,2011-01-18 22:19:03.423000+00:00,,437768,,437768,6,0,
4729770,"<p>Stack Overflow has been almost the best resource I've had in my development as a programmer.  It's by far the best community site of it's kind and I feel it is a responsibility of mine to give back to the community that has helped me as a developer.</p>

<p>Hat in the ring!</p>",1,2011-01-18 22:27:15.623000+00:00,2011-01-18 22:27:15.623000+00:00,2011-01-18 22:27:15.623000+00:00,2011-01-18 22:27:15.623000+00:00,,42979,,42979,6,0,
33662453,"<p>As a moderator, I would <strong>try my best</strong>.</p>

<p>As a moderator, I would <strong>never type in all caps.</strong> <sup>(because I think it looks like yelling)</sup></p>

<p>As a moderator, I would <strong>measure twice and cut once</strong>.</p>",1,2015-11-12 00:31:46.343000+00:00,2015-11-12 00:31:46.343000+00:00,2015-11-12 00:31:46.343000+00:00,2015-11-12 00:31:46.343000+00:00,,1366033,,1366033,6,0,
4729709,"<p>Stackoverflow is a huge part of my life, and I want to do everything in my power to make it better. I've spent enough time on other sites to know why SO is so special and how it truly excels. Stackoverflow has been one of the greatest things that has happened to the programming world in the past two years, and its been of a massive help to so many people.</p>

<p>However, I know there is always room for improvement, and with a community this powerful and dedicated, anything is possible. I came here a total beginner, and although I still have a long way to go, I've seen so many unique aspects of SO on my journey through programming. There's truly no other site where people can have fun, learn, and teach and have fun while talking about the subject they truly love like stackoverflow. This site is something special that happens once in a lifetime, and I want to do everything I can to make it the best place it can be.</p>

<p>I spend a lot of time on meta, the blog, and area51, and I want to be there for every step stackoverflow takes so I can be of as much of a help as possible, either as a moderator, teacher, or just a plain participator in the community. All of them are great honors that I am happy to have. I know what the site looks like from a total beginner's point of view because I sort of grew up here. I know how people feel to get downvoted for bad posts, how it feels to get questions closed, and how it feels when somebody greets you with a smile and takes time to try to help you understand. </p>

<p>Moderation is not about the posts, its about the people who will make and read the posts. Its a moderator's responsibility to educate other users about the site and help them understand how things work. The buttons granted to you represent the people's trust in you to control their experience. Making that experience as good as possible is <em>always</em> your goal. Hence, moderation should be done as lightly as possible, and the community should be able to weigh in as much as possible on moderator decisions. Comments that explain what you are thinking about doing and why are vital for both the poster and the viewer, because they ultimately educate the community and make sure that you are doing what they want and helping them as much as possible, and only with the community's feedback can I know if I'm doing my job correctly.</p>

<hr>

<p><strong>Short Version:</strong></p>

<ul>
<li>I would love to have the honor to help make SO better, even though everyone with an account really has that privilege. </li>
<li>I've grown up here, so I've seen things from many different angles.</li>
<li>Moderation privileges should be an <em>extension</em> of other user's power in the community. The community makes the decisions as to what should truly happen, the moderators are just the workers that try to keep up and meet their desires as much as possible and push the buttons to make things happen.</li>
</ul>

<p>If the community chooses me, although I know my chances are slim with all the other bright and dedicated people here, I promise I will do all to make this place even more awesome.  :D</p>

<p><strong>Accounts: <a href=""http://stackoverflow.com/users/89989/crazyjugglerdrummer"">stackoverflow</a>, <a href=""http://meta.stackoverflow.com/users/130281/crazyjugglerdrummer"">meta</a>, <a href=""http://area51.stackexchange.com/users/1268/crazyjugglerdrummer"">area51</a></strong></p>",1,2011-01-18 22:20:44.203000+00:00,2011-01-18 22:20:44.203000+00:00,2011-01-18 22:52:02.880000+00:00,2011-01-18 22:52:02.880000+00:00,,89989,,89989,6,0,
4730821,"<p>I think I'd make a good moderator because I actually like doing it. When the site was newer I would often find unanswered questions and actually answer them, but since then the abundance of users has taken care of that for me. Nowadays I mostly spend my time here editing unclear posts, or retagging or retitling them.</p>

<p>I promise, should I be elected, to be: </p>

<ul>
<li>above all respectful to all users,</li>
<li>available for your moderation needs,</li>
<li>light on the moderation finger</li>
<li>and doing my best to keep this site as excellent as it has always been - hopefully a tiny bit more.</li>
</ul>",1,2011-01-19 01:14:33.447000+00:00,2011-01-19 01:14:33.447000+00:00,2011-01-19 01:14:33.447000+00:00,2011-01-19 01:14:33.447000+00:00,,9536,,9536,6,0,
4729695,"<p>I'm knowledgeable and patient. Plus, I have a cute dog as my avatar!</p>",1,2011-01-18 22:19:12.813000+00:00,2011-01-18 22:19:12.813000+00:00,2011-01-18 22:19:12.813000+00:00,2011-01-18 22:19:12.813000+00:00,,394167,,394167,6,0,
8042886,"<p>I've always been impressed with the moderation system here, and when I saw the Badge requirements for this cycle and realized I could qualify, I thought I would toss my hat in the proverbial ring.</p>

<p>I have earned all of the badges noted. Not only have I earned the Deputy badge, but I am actually one of only 86 to have earned the Marshal badge, for post flagging weight. I firmly believe that SO is as great a site as it is because of the standards of conduct and the structure for questions and answers, and as a 10k moderator, I have tried to use the tools available to do my part to help keep the site useful.</p>

<p>I have been a member for 1 year and 10 months, and most of my activity has centered around answering questions on C#, ASP.NET, MVC, SQL Server and many related items.</p>

<p>One place where I likely am short compared to the other nominees is on Meta participation. In fact - I only just now earned the required Convention badge (I needed one more post with 2+ votes). I have used Meta mostly to search for information when I have a question about the use of one of my moderator tools, and have not concentrated on its use that much. I would change that as a Community Moderator (and plan to anyway, now), but I figured I'd mention that!</p>",1,2011-11-07 21:31:41.583000+00:00,2011-11-07 21:31:41.583000+00:00,2011-11-07 21:31:41.583000+00:00,2011-11-07 21:31:41.583000+00:00,,237838,,237838,6,64,
4729969,"<p>The asp.net-mvc tag is like a digital home for me.  If I'm not answering I'm always trying to help out by editing questions with badly formatted code or retagging.  Overall I'm always trying to keep the tag clean, answer when I can and try and support asp.net mvc the best I can.  My goal is to get everybody using MVC so I never have to work on an WebForms application again.</p>

<p>I tend to be direct and opinionated which some may seem as a weakness but I am trying to be a little friendlier.</p>

<p>My current closing style tends to involve closing the massive amounts of dupes and trying to get those  anecdotal and unanswerable ""where do I put this?"" questions off the site.  I remember the glory days when SO contained actual programming questions and not ""where do I put this class?"". ;)</p>

<p>One trend I'm seeing a lot now is the the questions tagged asp.net-mvc but are more programming or asp.net specific.  If I had infinite time I'd retag them all and help users understand that their answers are directly part of MVC rather are just pieces of .net programming everybody has to deal with.</p>",1,2011-01-18 22:49:40.473000+00:00,2011-01-18 22:49:40.473000+00:00,2011-01-18 23:20:41.827000+00:00,2011-01-18 23:20:41.827000+00:00,,25300,,25300,6,0,
8042036,"<p>I could sit here and lie about how life on stackoverflow would run much smoother if I were a moderator - but I won't.  Plain and simple I am someone who doesn't live on stackoverflow but when I am on stackoverflow I keep a good eye on questions being asked and how they are answered.  I try to comment when necessary (good or bad).  A few fun facts about me:</p>

<ul>
<li>I love seeing the ""New"" icon next to the <code>blog</code> hyperlink.  I have a
strange interest in being the first one to read it!</li>
<li>I've argued (even with a crazy man named <a href=""http://meta.stackoverflow.com/users/1/jeff-atwood"">Jeff Atwood</a>) for certain <a href=""http://meta.stackexchange.com/questions/106188/repost-of-watch-vs-favorite"">features</a> (even though I was downvoted :( - I gave in but to this day I still push for <a href=""http://meta.stackexchange.com/questions/3912/better-favourites-organisation/111045#111045"">change</a></li>
<li>One time I e-mailed the stackoverflow team about a misspelling in the
""we're hiring"" pages (it ended up being a false alarm but I earned a
cool stackoverflow t-shirt from Jeff.)</li>
</ul>

<p>I don't have <a href=""http://stackoverflow.com/users/22656/jon-skeet"">300k like some people</a> but I've learned that listening and reading are just as important.  Vote for change - vote for Jon!</p>",1,2011-11-07 20:14:16.293000+00:00,2011-11-07 20:14:16.293000+00:00,2011-11-07 20:14:16.293000+00:00,2014-04-25 09:44:10.137000+00:00,,-1,,168703,6,0,
4730757,"<p>Answering questions about Google developer products is my full-time job.  This frequently brings me to StackOverflow for the tags we monitor, as well as a number of others (like <a href=""/questions/tagged/ruby"" class=""post-tag"" title=""show questions tagged 'ruby'"" rel=""tag"">ruby</a> and <a href=""/questions/tagged/ruby-on-rails"" class=""post-tag"" title=""show questions tagged 'ruby-on-rails'"" rel=""tag"">ruby-on-rails</a>).  It's admittedly a little weird that the best reason to vote for me is that it's my full-time job, but this typically means that I put a lot more thought into the way I moderate and answer posts than someone who does this in their free time.</p>

<p>My qualifications:</p>

<ul>
<li>User for 1 year, 9 months, 474 days visited</li>
<li>At this point, aside from vacations, I'm here almost every day</li>
<li>Active on a number of different tags</li>
<li>Community building is my job</li>
</ul>

<p>However, I'd totally understand why the community might be disinclined to vote to give moderator powers to someone who officially represents a company on SO.  I will, however, make all moderation decisions based on what I believe are in the best interests of the SO community, rather than what I believe are in the best interests of my employer.</p>",2,2011-01-19 01:02:11.527000+00:00,2011-01-19 01:02:11.527000+00:00,2011-01-19 01:02:11.527000+00:00,2011-01-19 01:02:11.527000+00:00,,90723,,90723,6,0,
4729614,"<p>I've moderated forums and online communities before, and have experience herding large groups of angry people. So, why not me? Besides, I put my real name out there--if I'm unjust, people are going to hunt me down like the sheepdog I am.</p>

<p>Wait.</p>

<p>People! Don't hunt me down like the sheepdog I am! I bring cookies of peace!</p>",2,2011-01-18 22:09:30.567000+00:00,2011-01-18 22:09:30.567000+00:00,2011-01-18 22:09:30.567000+00:00,2011-01-18 22:09:30.567000+00:00,,265530,,265530,6,0,
