id,title,body,comment_count,community_owned_date,creation_date,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,post_type_id,score,tags
4979532,,"macOS (formerly known as OS X or Mac OS X) is the desktop operating system from Apple, found on Macintosh computers.

Use this tag only if your question relates to using macOS APIs or macOS-specific behavior, not because you happen to run your code on macOS. Questions relating to using or troubleshooting macOS are off-topic, and belong to the Ask Different community.",0,,2011-02-12 17:41:48.370000+00:00,2018-07-26 12:28:57.580000+00:00,2018-07-26 12:28:57.580000+00:00,user9945700,,user242504,,4,0,
32193462,,Popolo is a data interchange format for describing civic and political figures and organisations.,0,,2015-08-24 23:46:22.270000+00:00,2015-08-25 02:51:02.293000+00:00,2015-08-25 02:51:02.293000+00:00,user764357,,user764357,,4,0,
32031978,,Refers to the SelectListItem class used to generate html <option> elements in a view associated with the ASP.NET MVC framework,0,,2015-08-16 04:57:03.023000+00:00,2015-08-16 11:01:35.803000+00:00,2015-08-16 11:01:35.803000+00:00,user3559349,,user3559349,,4,0,
20123138,,"Based on ASP.NET, ASP.NET MVC allows software developers to build a web application as a composition of three roles: Model, View and Controller.",0,,2013-11-21 14:08:33.517000+00:00,2013-11-21 14:18:28.580000+00:00,2013-11-21 14:18:28.580000+00:00,user459491,,user459491,,4,0,
15786124,,Deals with programatically automating web browsing activities.,0,,2013-04-03 11:29:16.030000+00:00,2013-04-03 11:40:34.687000+00:00,2013-04-03 11:40:34.687000+00:00,user939768,,user939768,,4,0,
29136184,,Django-autofixture is a simple way of loading randomly generated test data into a development database,0,,2015-03-19 02:26:30.270000+00:00,2015-03-19 03:17:45.513000+00:00,2015-03-19 03:17:45.513000+00:00,user764357,,user764357,,4,0,
20131118,,Google Play or Android Market,0,,2013-11-21 20:21:39.817000+00:00,2013-11-21 21:14:11.967000+00:00,2013-11-21 21:14:11.967000+00:00,user459491,,user459491,,4,0,
37598452,,To be used for questions related to the process of analyzing audio streams or files.,0,,2016-06-02 17:26:57.703000+00:00,2016-06-02 21:34:20.333000+00:00,2016-06-02 21:34:20.333000+00:00,user6339740,,user6339740,,4,0,
23195332,,Used for writing modular JavaScript.,0,,2014-04-21 10:16:40.157000+00:00,2014-04-21 10:22:51.270000+00:00,2014-04-21 10:22:51.270000+00:00,user3541483,,user3541483,,4,0,
26020964,,Python API for interaction with the vSphere Web Services SDK.,0,,2014-09-24 15:34:31.640000+00:00,2014-09-24 16:25:24.920000+00:00,2014-09-24 16:25:24.920000+00:00,user4021344,,user4021344,,4,0,
14550359,,Command-line compiler to compile MXML and AS files into SWF and SWC files. Part of the Apache Flex SDK (previously Adobe Flex SDK).,0,,2013-01-27 17:59:47.730000+00:00,2013-01-27 18:48:35.220000+00:00,2013-01-27 18:48:35.220000+00:00,user1901867,,user1901867,,4,0,
33949331,,Bluetooth low energy (BLE) is an alternative to traditional Bluetooth that uses lower power consumption while maintaining a similar communication range.,0,,2015-11-27 02:02:56.073000+00:00,2015-11-27 03:36:03.363000+00:00,2015-11-27 03:36:03.363000+00:00,user764357,,user764357,,4,0,
38813634,,Go Wrapper for the wxWidgets GUI,0,,2016-08-07 11:25:08.963000+00:00,2016-08-08 02:24:22.077000+00:00,2016-08-08 02:24:22.077000+00:00,user6169399,,user6169399,,4,0,
42117000,,For development issues encountered while using the .NET runtime on Red Hat Enterprise Linux,0,,2017-02-08 15:20:05.920000+00:00,2017-02-09 00:14:43.840000+00:00,2017-02-09 00:14:43.840000+00:00,user2879327,,user2879327,,4,0,
46812239,,CMS platform based on Ruby on Rails,0,,2017-10-18 14:10:56.770000+00:00,2017-10-19 00:05:09.960000+00:00,2017-10-19 00:05:09.960000+00:00,user8732291,,user8732291,,4,0,
34402866,,Related to how to write and execute nested Queries in SQL databases.,0,,2015-12-21 19:22:03.580000+00:00,2015-12-21 21:54:09.817000+00:00,2015-12-21 21:54:09.817000+00:00,user5700984,,user5700984,,4,0,
12044887,,"From libRocket.com: ""libRocket is the C++ user interface middleware package based on the HTML and CSS standards. It is designed as a complete solution for any project's interface needs.""",0,,2012-08-20 20:47:25.180000+00:00,2012-08-20 21:06:28.150000+00:00,2012-08-20 21:06:28.150000+00:00,user195488,,user195488,,4,0,
5399042,,Questions relating to development on the subject of all variants of poker.,0,,2011-03-22 23:16:38.970000+00:00,2011-07-26 21:59:34.007000+00:00,2011-07-26 21:59:34.007000+00:00,user806549,,user806549,,4,0,
11982177,,A query language designed for JSON.,0,,2012-08-16 07:00:34.310000+00:00,2012-08-16 07:13:55.883000+00:00,2012-08-16 07:13:55.883000+00:00,user647772,,user647772,,4,0,
25068206,,Sculpting Git branches into various shapes and trees is an art. This tag is for all questions that involve sculpting and pruning commit trees into different forms.,0,,2014-07-31 20:20:26.563000+00:00,2014-07-31 20:20:26.563000+00:00,2014-07-31 20:20:26.563000+00:00,user456814,,user456814,,4,0,
39851246,,"The Script task provides code to perform functions that are not available in the built-in tasks and transformations that SQL Server Integration Services provides. The Script task can also combine functions in one script instead of using multiple tasks and transformations. You use the Script task for work that must be done once in a package (or once per enumerated object), instead than once per data row.",0,,2016-10-04 11:35:21.797000+00:00,2016-10-06 09:52:57.253000+00:00,2016-10-06 09:52:57.253000+00:00,user6169399,,user6169399,,4,0,
21355654,,"Scrimage is a Scala image library for manipulating and processing of images. The aim of the this library is to provide a quick and easy way to do the kinds of image operations that most people need, such as scaling, rotating, converting between formats and applying filters. It is not intended to provide functionality that might be required by a more ""serious"" image application - such as face recognition or movement tracking.",0,,2014-01-25 20:09:38.590000+00:00,2014-01-25 20:13:19.787000+00:00,2014-01-25 20:13:19.787000+00:00,user3130221,,user3130221,,4,0,
42117016,,For development issues encountered while using Red Hat JBoss Data Grid,0,,2017-02-08 15:20:48.243000+00:00,2017-02-08 20:52:34.720000+00:00,2017-02-08 20:52:34.720000+00:00,user2879327,,user2879327,,4,0,
31993980,,"Choose this tag when the image is expected to become pixelated, like occurs when forcing large or low resolution, purposely for special effects.",0,,2015-08-13 16:43:21.060000+00:00,2015-08-13 20:05:22.703000+00:00,2015-08-13 20:05:22.703000+00:00,user4227915,,user4227915,,4,0,
30270846,,A JavaScript library for real-time audio synthesis and composition from within the browser,0,,2015-05-16 01:19:24.017000+00:00,2015-05-16 01:19:24.017000+00:00,2015-05-16 01:19:24.017000+00:00,user1693593,,user1693593,,4,0,
30648217,,"The Adonit Jot Touch SDK is a free framework for iOS that provides you with the necessary tools to integrate a complete sketching experience in your apps when used with Adonit's line of Bluetooth connected styluses, called Jots.",0,,2015-06-04 15:36:51.167000+00:00,2015-06-04 17:48:07.477000+00:00,2015-06-04 17:48:07.477000+00:00,user2879327,,user2879327,,4,0,
32297874,,Dandified Yum is the a replacement for the yum package manager.,0,,2015-08-30 14:58:11.273000+00:00,2015-08-30 16:59:41.983000+00:00,2015-08-30 16:59:41.983000+00:00,user4409948,,user4409948,,4,0,
42175850,,"html5ever is the html parser used in servo, the new browser engine developed at Mozilla. It is implemented in Rust.",0,,2017-02-11 12:26:27.053000+00:00,2017-02-11 14:42:37.353000+00:00,2017-02-11 14:42:37.353000+00:00,user1115652,,user1115652,,4,0,
30364163,,"Coffeequate is a computer algebra system (CAS) for JavaScript. It can manipulate algebraic expressions, and solve and simplify equations.",0,,2015-05-21 03:41:20.453000+00:00,2015-05-21 05:44:28.290000+00:00,2015-05-21 05:44:28.290000+00:00,user764357,,user764357,,4,0,
7273909,,CAF (Core Audio Format) is a container audio file format developed by Apple. CAF files can contain audio data of a variety of different formats and are not limited to 4GB in size. The format is used by certain Apple products (such as Apple Loops) and is supported on both Mac OS X and iOS platforms.,0,,2011-09-01 17:13:13.940000+00:00,2011-09-01 17:37:23.663000+00:00,2011-09-01 17:37:23.663000+00:00,user577537,,user577537,,4,0,
23195531,,"A set is a collection where each value appears at most once. It is a very useful data structure in many different types of applications, and yet unlike the Java libraries, the .NET Framework provides no built-in Set interface or implementations.",0,,2014-04-21 10:28:23.467000+00:00,2014-04-21 10:44:21.607000+00:00,2014-04-21 10:44:21.607000+00:00,user3541483,,user3541483,,4,0,
13893776,,Doclet programs work with the Javadoc tool to generate documentation from code written in Java.,0,,2012-12-15 16:03:30.373000+00:00,2012-12-15 16:18:01.523000+00:00,2012-12-15 16:18:01.523000+00:00,user813853,,user813853,,4,0,
13976878,,"Swizzling refers to the extraction, rearrangement, and possible duplication of elements of tuple types. On many GPUs swizzling is free or at least cheap, and smart use of swizzling can make your code more efficient. However, inappropriate use of swizzling can also make your code incredibly hard to read, and may make it hard for the compiler to optimize it.",0,,2012-12-20 16:52:57.897000+00:00,2012-12-20 16:56:23.547000+00:00,2012-12-20 16:56:23.547000+00:00,user195488,,user195488,,4,0,
11686218,,"The LLVM Project is a collection of modular and reusable compiler and toolchain technologies.
Questions with this tag regarding version 4.0 specific issues.",0,,2012-07-27 10:42:00.420000+00:00,2012-07-27 10:48:33.747000+00:00,2012-07-27 10:48:33.747000+00:00,user207616,,user207616,,4,0,
34032644,,SVGZ is the standard way to refer to an SVG image that has been compressed using the Gzip compression algorithm.,0,,2015-12-02 00:07:14.550000+00:00,2015-12-07 04:26:35.010000+00:00,2015-12-07 04:26:35.010000+00:00,user764357,,user764357,,4,0,
12043470,,JSLint plugin for Sublime Text 2 text editor,0,,2012-08-20 18:59:28.830000+00:00,2012-08-20 19:10:09.360000+00:00,2012-08-20 19:10:09.360000+00:00,user207616,,user207616,,4,0,
24344239,,GitBook is a command line tool (and Node.js library) for building books and exercises using GitHub/Git and Markdown.,0,,2014-06-21 17:45:58.100000+00:00,2014-06-21 18:21:39.273000+00:00,2014-06-21 18:21:39.273000+00:00,user456814,,user456814,,4,0,
29137741,,JavaPoet is a Java API for generating .java source files.,0,,2015-03-19 05:24:08.670000+00:00,2015-03-19 08:45:59.300000+00:00,2015-03-19 08:45:59.300000+00:00,user764357,,user764357,,4,0,
42175862,,Kuchiki is a Rust library that lets a client traverse and manipulate XML and HTML trees. It uses html5ever as parser.,0,,2017-02-11 12:27:43.747000+00:00,2017-02-11 17:55:37.003000+00:00,2017-02-11 17:55:37.003000+00:00,user1115652,,user1115652,,4,0,
37040428,,processing.js is a JavaScript  port of the Processing Visualization Language.,0,,2016-05-05 00:37:22.190000+00:00,2016-05-05 01:39:48.077000+00:00,2016-05-05 01:39:48.077000+00:00,user1693593,,user1693593,,4,0,
26021069,,The OAuth 2.0 Authorization Framework,0,,2014-09-24 15:39:59.063000+00:00,2014-09-24 17:39:44.660000+00:00,2014-09-24 17:39:44.660000+00:00,user4021344,,user4021344,,4,0,
10939696,,streaming audio / video over a secured http connection,0,,2012-06-07 20:51:57.027000+00:00,2012-06-08 00:26:23.183000+00:00,2012-06-08 00:26:23.183000+00:00,user207616,,user207616,,4,0,
11612766,,Protocols declare methods that can be implemented by any class. They can be used to force the implementation of necessarily used methods to assure the proper execution.,0,,2012-07-23 12:42:15.153000+00:00,2012-07-23 12:51:07.173000+00:00,2012-07-23 12:51:07.173000+00:00,user207616,,user207616,,4,0,
26021240,,Register transfer language (RTL) is a kind of intermediate representation (IR) that is very close to assembly language,0,,2014-09-24 15:47:38.707000+00:00,2014-09-24 18:08:49.600000+00:00,2014-09-24 18:08:49.600000+00:00,user4021344,,user4021344,,4,0,
25010969,,"DO NOT USE THIS TAG for Git submodules, use the ""git-submodules"" tag instead.",0,,2014-07-29 08:19:06.053000+00:00,2014-07-29 20:08:03.427000+00:00,2014-07-29 20:08:03.427000+00:00,user456814,,user456814,,4,0,
41104824,,Red Hat Developer Toolset delivers the latest stable versions of essential C and C++ and supporting development tools.,0,,2016-12-12 16:05:30.570000+00:00,2016-12-12 18:59:14.200000+00:00,2016-12-12 18:59:14.200000+00:00,user2879327,,user2879327,,4,0,
42073858,,For development issues encountered while using Red Hat JBoss EAP 7,0,,2017-02-06 17:34:28.717000+00:00,2017-02-07 00:27:58.230000+00:00,2017-02-07 00:27:58.230000+00:00,user2879327,,user2879327,,4,0,
17633075,,Registry virtualization is an application compatibility technology that enables registry write operations that have global impact to be redirected to per-user locations. This redirection is transparent to applications reading from or writing to the registry.,0,,2013-07-13 18:32:24.920000+00:00,2013-07-13 20:17:06.927000+00:00,2013-07-13 20:17:06.927000+00:00,user1419445,,user1419445,,4,0,
34714077,,Question where the author is requesting code to be written for him or her.,0,,2016-01-11 04:11:20.713000+00:00,2016-01-11 04:11:20.713000+00:00,2016-01-11 04:11:20.713000+00:00,user663031,,user663031,,4,0,
21884447,,BlueGiga is Finland based company that manufactures products specifically adhere to Wireless Technology,0,,2014-02-19 15:07:14.800000+00:00,2014-02-19 15:14:19.837000+00:00,2014-02-19 15:14:19.837000+00:00,user2045557,,user2045557,,4,0,
15378575,,An Android mutable cursor implementation backed by an array of Objects. Use newRow() to add rows. Automatically expands internal capacity as needed.,0,,2013-03-13 06:38:19.507000+00:00,2013-03-13 06:41:47.063000+00:00,2013-03-13 06:41:47.063000+00:00,user1521536,,user1521536,,4,0,
25049632,,Java language version of Google App Engine,0,,2014-07-31 01:35:43.157000+00:00,2014-07-31 01:35:43.157000+00:00,2014-07-31 01:35:43.157000+00:00,user177800,,user177800,,4,0,
11601768,,System Console is a flexible system-level debug tool that helps designers quickly and efficiently debug their design while the design is running at full speed in an FPGA.,0,,2012-07-22 15:57:47.763000+00:00,2012-07-22 16:13:12.247000+00:00,2012-07-22 16:13:12.247000+00:00,user405725,,user405725,,4,0,
23195572,,"RocketShipIt is a programmer’s tool kit that allows you to generate accruate rates, get tracking information, generate labels and more.",0,,2014-04-21 10:31:12.920000+00:00,2014-04-21 10:48:12.367000+00:00,2014-04-21 10:48:12.367000+00:00,user3541483,,user3541483,,4,0,
41777015,,"User Account Control (UAC) is a technology and security infrastructure introduced with Microsoft's Windows Vista and Windows Server 2008 operating systems, with a more relaxed version also present in Windows 7, Windows Server 2008 R2, Windows 8, Windows Server 2012 and Windows 10.",0,,2017-01-21 07:54:22.670000+00:00,2017-01-22 00:59:26.970000+00:00,2017-01-22 00:59:26.970000+00:00,user7449516,,user7449516,,4,0,
45019350,,The google-app-maker tag should be used for questions and helpful insights about Google's early-access App Maker.,0,,2017-07-10 18:32:53.367000+00:00,2017-07-17 09:46:44.353000+00:00,2017-07-17 09:46:44.353000+00:00,user8087816,,user8087816,,4,0,
5304008,,WebMachine is an Erlang framework for creating RESTful Web Services using Erlang/OTP best practices.,0,,2011-03-14 20:20:45.170000+00:00,2011-03-14 20:44:11.377000+00:00,2011-03-14 20:44:11.377000+00:00,user177800,,user177800,,4,0,
21518681,,"Literally Canvas is an extensible, open source (BSD-licensed), HTML5 drawing widget that currently supports a minimal set of drawing operations. You can draw, erase, set the color with the eyedropper, undo, redo, pan, and zoom. It depends on jQuery. [Source][1]

  [1]: https://github.com/literallycanvas/literallycanvas",0,,2014-02-03 01:56:09.980000+00:00,2014-02-03 01:56:09.980000+00:00,2014-02-03 01:56:09.980000+00:00,user1693593,,user1693593,,4,0,
3625313,,"Google Buzz is a discontinued social networking service. It let you share updates, photos, links, and pretty much anything else you'd like with your Gmail contacts; it was an easy way to follow your friends, too. When you click Buzz in your Gmail account, you would see the stream of posts from people you're following, and a box for you to post your updates.",0,,2010-09-02 08:24:29.457000+00:00,2018-07-02 15:25:06.470000+00:00,2018-07-02 15:25:06.470000+00:00,user9938648,,user9938648,,4,0,
37674903,,"Django-static-precompiler provides template tags and filters to compile a number of languages (such as SASS, LESS and CoffeeScript) into Javascript and CSS..",0,,2016-06-07 09:01:27.563000+00:00,2016-06-07 13:29:28.337000+00:00,2016-06-07 13:29:28.337000+00:00,user764357,,user764357,,4,0,
12155707,,LZX (or Laszlo XML) is an XML-based declarative language created as part of the OpenLaszlo rich Internet application platform.,0,,2012-08-28 08:48:02.580000+00:00,2012-08-28 08:59:53.590000+00:00,2012-08-28 08:59:53.590000+00:00,user1587219,,user1587219,,4,0,
39846291,,Forms and dialog boxes are either modal or modeless. A modal form or dialog box must be closed or hidden before you can continue working with the rest of the application. Modeless forms let you shift the focus between the form and another form without having to close the initial form. The user can continue to work elsewhere in any application while the form is displayed.,0,,2016-10-04 07:13:58.493000+00:00,2016-10-05 10:17:48.927000+00:00,2016-10-05 10:17:48.927000+00:00,user6169399,,user6169399,,4,0,
41104804,,For development issues encountered while using Red Hat's distribution of OpenJDK.,0,,2016-12-12 16:04:41.697000+00:00,2016-12-12 18:38:54.583000+00:00,2016-12-12 18:38:54.583000+00:00,user2879327,,user2879327,,4,0,
23195443,,"The Kruskal-Wallis test is a nonparametric test used to compare three or more samples. It is used to test the null hypothesis that all populations have identical distribution functions against the alternative hypothesis that at least two of the samples differ only with respect to location (median), if at all.",0,,2014-04-21 10:23:02.417000+00:00,2014-04-21 10:29:52.750000+00:00,2014-04-21 10:29:52.750000+00:00,user3541483,,user3541483,,4,0,
14894652,,"Aggregation is a relationship between two classes that is best described as a ""has-a"" and ""whole/part"" relationship.",0,,2013-02-15 12:21:29.733000+00:00,2013-02-15 12:38:59.820000+00:00,2013-02-15 12:38:59.820000+00:00,user2166576,,user2166576,,4,0,
28925955,,"sqlx is a library which provides a set of extensions on go's standard database/sql library. The sqlx versions of sql.DB, sql.TX, sql.Stmt, et al. all leave the underlying interfaces untouched, so that their interfaces are a superset on the standard ones. This makes it relatively painless to integrate existing codebases using database/sql with sqlx.",0,,2015-03-08 11:38:12.617000+00:00,2015-03-08 13:45:56.127000+00:00,2015-03-08 13:45:56.127000+00:00,user1467267,,user1467267,,4,0,
25062813,,"Git represents history as a directed-acyclic-graph (DAG) of commits, where each commit has at least one parent commit (the exception to this are root commits).",0,,2014-07-31 15:20:35.890000+00:00,2014-07-31 15:20:35.890000+00:00,2014-07-31 15:20:35.890000+00:00,user456814,,user456814,,4,0,
51662520,,"flexmark-java is a Java implementation of CommonMark 0.28 spec parser using the blocks first, inlines after Markdown parsing architecture.",0,,2018-08-02 21:39:42.030000+00:00,2018-08-05 06:59:21.617000+00:00,2018-08-05 06:59:21.617000+00:00,user3403807,,user3403807,,4,0,
10971295,,An implementation for a Scroll-View by providing the ability to snap into predefined frames. Either vertical or horizontal snapping (even both possible),0,,2012-06-10 18:34:36.680000+00:00,2012-06-10 19:01:11.400000+00:00,2012-06-10 19:01:11.400000+00:00,user207616,,user207616,,4,0,
33963531,,"Applepie is a semantic and modular CSS framework designed to produce easy to read, consistent and maintainable stylesheets.",0,,2015-11-27 19:09:47.997000+00:00,2015-12-07 04:38:50.213000+00:00,2015-12-07 04:38:50.213000+00:00,user764357,,user764357,,4,0,
26565814,,DICT is a protocol that allows users to connect to a remote dictionary server and query it for word definitions.,0,,2014-10-25 18:33:10.910000+00:00,2014-10-25 19:53:11.307000+00:00,2014-10-25 19:53:11.307000+00:00,user2629998,,user2629998,,4,0,
26021274,,ASP.NET Identity is the new membership system for building ASP.NET web applications.,0,,2014-09-24 15:49:38.577000+00:00,2014-09-24 17:40:22.457000+00:00,2014-09-24 17:40:22.457000+00:00,user4021344,,user4021344,,4,0,
20275353,,YAIL or Yet Another Images Loader is an image loader for JavaScript that takes care of the asynchronous aspect of this. It support cross-origin loading as well. YAIL is open source (MIT license).,0,,2013-11-28 22:00:45.157000+00:00,2014-04-11 10:03:02.237000+00:00,2014-04-11 10:03:02.237000+00:00,user1693593,,user1693593,,4,0,
27289224,,"The Canvas widget provides structured graphics facilities for Tkinter. This is a highly versatile widget which can be used to draw graphs and plots, create graphics editors, and implement various kinds of custom widgets.",0,,2014-12-04 08:20:46.793000+00:00,2014-12-04 08:20:46.793000+00:00,2014-12-04 08:20:46.793000+00:00,user1693593,,user1693593,,4,0,
42117041,,For development issues encountered while using Red Hat JBoss BRMS,0,,2017-02-08 15:21:40.583000+00:00,2017-02-09 03:32:59.953000+00:00,2017-02-09 03:32:59.953000+00:00,user2879327,,user2879327,,4,0,
33347080,,Anypoint Studio (formerly know as Mule Studio) is an Eclipse-based integration development environment from MuleSoft.,0,,2015-10-26 13:32:50.803000+00:00,2015-10-26 14:37:50.787000+00:00,2015-10-26 14:37:50.787000+00:00,user3510748,,user3510748,,4,0,
14047265,,The Anymote Protocol is a messaging protocol that applications on a remote device use to communicate with Google TV.,0,,2012-12-26 22:52:50.453000+00:00,2012-12-26 22:52:50.453000+00:00,2012-12-26 22:52:50.453000+00:00,user166390,,user166390,,4,0,
38035644,,The WPF Canvas defines an area within which you can explicitly position child elements by using coordinates that are relative to the Canvas area. The Canvas control is found in the  System.Windows.Controls namespace. (1),0,,2016-06-26 05:57:54.390000+00:00,2016-06-26 05:57:54.390000+00:00,2016-06-26 05:57:54.390000+00:00,user1693593,,user1693593,,4,0,
22684126,,"Use this tag for questions related to automating MS Office Products ( Excel, Outlook, PowerPoint, Access, Word, Project, etc ). Automation in this context means the use of an external software to execute a variety of operations on MS Office products. For questions about macros use the relevant tags for example ""excel-vba"". Do not use this tag if your question is not about automatic control.",0,,2014-03-27 10:03:16.267000+00:00,2014-03-27 10:12:32.403000+00:00,2014-03-27 10:12:32.403000+00:00,user2140173,,user2140173,,4,0,
