id,name,date,user_id,class,tag_based
25562158,Great Question,2017-10-20 09:02:56.323000+00:00,660664,1,False
26382808,Fanatic,2017-12-28 00:20:23.323000+00:00,7462929,1,False
18154810,Great Answer,2016-04-05 03:18:28.053000+00:00,762073,1,False
6561360,Populist,2013-05-31 20:43:26.977000+00:00,607407,1,False
20090073,Steward,2016-09-02 08:11:46.643000+00:00,1997376,1,False
29322823,Unsung Hero,2018-08-25 00:20:23.573000+00:00,4988918,1,False
24694787,Fanatic,2017-08-18 05:44:19.583000+00:00,5846045,1,False
2267991,Great Question,2011-10-04 07:52:23.187000+00:00,55562,1,False
30266276,Great Answer,2018-11-16 08:45:21.547000+00:00,1579915,1,False
12060507,python,2014-11-07 03:07:11.593000+00:00,208880,1,True
10776031,Socratic,2014-07-21 15:51:28.713000+00:00,927667,1,False
12695921,Great Answer,2015-01-13 21:06:03.150000+00:00,24181,1,False
4433560,Great Answer,2012-10-06 00:39:10.220000+00:00,119963,1,False
21908603,Great Question,2017-01-24 20:39:35.603000+00:00,624551,1,False
20728698,Unsung Hero,2016-10-24 23:40:58.947000+00:00,6866309,1,False
17905359,Great Question,2016-03-15 18:29:00.447000+00:00,482594,1,False
24050841,windows,2017-07-10 04:03:11.247000+00:00,2128947,1,True
25256769,Electorate,2017-10-03 03:09:19.407000+00:00,5411817,1,False
18814469,Unsung Hero,2016-05-27 09:03:21.893000+00:00,1587003,1,False
13760553,Electorate,2015-04-15 15:17:05.823000+00:00,1663001,1,False
7898816,Electorate,2013-10-25 07:29:56.710000+00:00,493680,1,False
29672149,Great Question,2018-09-25 21:10:23.460000+00:00,2226597,1,False
9516304,Electorate,2014-03-26 07:09:26.300000+00:00,2846106,1,False
22647449,Great Answer,2017-03-20 15:34:18.967000+00:00,967586,1,False
8894536,Fanatic,2014-02-05 08:52:23.940000+00:00,2554472,1,False
11021269,Electorate,2014-08-16 23:32:01.900000+00:00,2535242,1,False
24713078,Publicist,2017-08-19 19:29:06.570000+00:00,200145,1,False
17281482,Great Answer,2016-01-27 09:51:35.907000+00:00,369247,1,False
16726580,Steward,2015-12-08 18:48:11.903000+00:00,1361532,1,False
16624162,Electorate,2015-11-30 16:31:21.030000+00:00,92516,1,False
10100964,Stellar Question,2014-05-23 22:59:51.633000+00:00,138390,1,False
18046285,Great Answer,2016-03-27 02:31:24.347000+00:00,18393,1,False
4755682,Great Answer,2012-11-13 07:02:20.977000+00:00,19090,1,False
14399162,Great Question,2015-06-02 11:29:52.570000+00:00,1831618,1,False
11284886,Electorate,2014-09-15 13:41:26.607000+00:00,124238,1,False
20254091,Fanatic,2016-09-16 04:05:31.770000+00:00,6445597,1,False
28626491,Great Answer,2018-06-25 04:36:40.980000+00:00,2486888,1,False
30096654,Great Answer,2018-11-01 13:45:09.840000+00:00,1113426,1,False
13399444,Populist,2015-03-19 13:50:30.273000+00:00,19435,1,False
9573640,Great Answer,2014-03-31 20:30:59.293000+00:00,750613,1,False
25256235,Fanatic,2017-10-03 01:10:17.647000+00:00,6611487,1,False
23103128,Great Answer,2017-04-24 22:52:09.260000+00:00,917129,1,False
11732037,Unsung Hero,2014-10-05 20:12:48.803000+00:00,2782628,1,False
21319545,Fanatic,2016-12-03 13:18:57.453000+00:00,1653305,1,False
22672692,Great Question,2017-03-22 07:40:24.113000+00:00,72437,1,False
27666787,Great Answer,2018-04-04 00:37:10.047000+00:00,125816,1,False
26945546,Great Answer,2018-02-13 11:24:26.137000+00:00,816620,1,False
2983471,Populist,2012-03-01 15:04:48.917000+00:00,17041,1,False
20139548,Fanatic,2016-09-07 01:22:45.423000+00:00,135978,1,False
13516535,Fanatic,2015-03-30 02:29:12.427000+00:00,2625442,1,False
29122483,Great Answer,2018-08-07 12:55:32.113000+00:00,2665008,1,False
11359636,Fanatic,2014-09-23 02:01:48.430000+00:00,3745413,1,False
12703430,Unsung Hero,2015-01-14 13:37:42.170000+00:00,486558,1,False
13162719,Steward,2015-02-26 04:31:41.530000+00:00,477476,1,False
27311368,Great Answer,2018-03-14 20:47:40.803000+00:00,6309,1,False
12531246,Steward,2014-12-24 07:54:27.403000+00:00,576549,1,False
10023035,Populist,2014-05-15 17:28:34.097000+00:00,893113,1,False
10297031,Fanatic,2014-06-15 00:05:31.223000+00:00,389616,1,False
27002962,Great Question,2018-02-18 10:06:53.557000+00:00,2327342,1,False
28753484,Great Answer,2018-07-05 17:48:51.487000+00:00,31141,1,False
29861296,Great Question,2018-10-12 06:10:12.167000+00:00,710987,1,False
8829821,Steward,2014-01-29 19:49:06.187000+00:00,1300817,1,False
27777909,Great Answer,2018-04-12 13:47:15.940000+00:00,7267,1,False
25189953,Fanatic,2017-09-27 06:39:08.273000+00:00,905,1,False
18934651,Fanatic,2016-06-07 07:50:26.997000+00:00,2436109,1,False
29381607,python,2018-08-30 12:05:17.577000+00:00,267540,1,True
13215112,Stellar Question,2015-03-03 08:28:55.807000+00:00,124119,1,False
9910089,Fanatic,2014-05-05 00:34:31.530000+00:00,257182,1,False
21261769,Great Answer,2016-11-29 06:43:12.440000+00:00,157605,1,False
22553762,Great Question,2017-03-13 15:15:21.517000+00:00,654460,1,False
18851411,Great Answer,2016-05-31 07:46:54.040000+00:00,342852,1,False
26856676,Fanatic,2018-02-06 02:54:13.970000+00:00,6682076,1,False
24557264,Great Question,2017-08-07 20:42:34.833000+00:00,569594,1,False
22500916,Steward,2017-03-09 06:18:56.417000+00:00,875943,1,False
24879702,Electorate,2017-09-02 04:16:41.020000+00:00,3187749,1,False
11653104,Electorate,2014-09-30 07:43:48.043000+00:00,863846,1,False
29186671,Great Question,2018-08-13 09:40:14.187000+00:00,1859489,1,False
10327055,Unsung Hero,2014-06-18 10:10:31.733000+00:00,2353657,1,False
18782789,Electorate,2016-05-25 04:18:33.347000+00:00,399887,1,False
26093385,Great Question,2017-11-30 15:12:25.127000+00:00,20300,1,False
19033264,Electorate,2016-06-15 04:12:54.147000+00:00,261782,1,False
6459312,Electorate,2013-05-21 07:03:28.213000+00:00,583363,1,False
6361566,Great Question,2013-05-09 20:59:39.910000+00:00,20023,1,False
24599876,Great Question,2017-08-10 13:31:53.987000+00:00,858174,1,False
28963301,Great Answer,2018-07-24 14:10:03.267000+00:00,11465,1,False
28742809,Stellar Question,2018-07-05 01:21:59.223000+00:00,89334,1,False
15201087,Socratic,2015-08-09 00:27:59.590000+00:00,300675,1,False
6943666,c#,2013-07-15 03:01:06.753000+00:00,85785,1,True
27703027,Electorate,2018-04-06 11:52:40.790000+00:00,6998123,1,False
23975970,Electorate,2017-07-04 04:40:14.470000+00:00,3417069,1,False
29902926,Great Answer,2018-10-16 08:45:04.540000+00:00,4440327,1,False
23666659,Populist,2017-06-08 16:35:59.600000+00:00,344347,1,False
22927542,Great Answer,2017-04-10 22:20:12.067000+00:00,137794,1,False
27666660,Fanatic,2018-04-04 00:11:35.413000+00:00,1400204,1,False
26548665,Unsung Hero,2018-01-11 12:26:14.183000+00:00,5820010,1,False
15901411,Electorate,2015-10-08 14:41:57.017000+00:00,3701433,1,False
5485088,Stellar Question,2013-02-10 21:06:46.687000+00:00,2687,1,False
17598880,Electorate,2016-02-20 23:21:46.873000+00:00,5389997,1,False
7883286,Unsung Hero,2013-10-23 20:58:49.253000+00:00,1665673,1,False
14279185,Great Answer,2015-05-22 12:21:51.003000+00:00,147235,1,False
19290110,Great Question,2016-07-06 20:48:13.457000+00:00,204623,1,False
2240379,Populist,2011-09-27 10:02:47.140000+00:00,775,1,False
25034230,Great Answer,2017-09-14 18:57:06.720000+00:00,22656,1,False
23294903,Great Answer,2017-05-10 08:01:55.780000+00:00,594420,1,False
20022013,Marshal,2016-08-28 03:42:37.720000+00:00,3894854,1,False
16048533,Great Answer,2015-10-21 10:57:15.233000+00:00,137902,1,False
4436440,Steward,2012-10-06 13:19:41.097000+00:00,995926,1,False
13087725,Steward,2015-02-19 09:25:56.947000+00:00,1540859,1,False
29848810,Great Answer,2018-10-11 08:35:07.530000+00:00,1658268,1,False
17689579,Unsung Hero,2016-02-27 21:14:46.470000+00:00,3586594,1,False
11975407,Great Answer,2014-10-29 19:43:56.177000+00:00,3119830,1,False
2104804,Fanatic,2011-08-24 00:26:53.737000+00:00,757830,1,False
30232157,Great Answer,2018-11-13 19:05:06.523000+00:00,139300,1,False
28264999,Great Answer,2018-05-23 16:44:53.680000+00:00,992484,1,False
12196157,Great Answer,2014-11-20 10:31:48.450000+00:00,33164,1,False
11773068,Great Answer,2014-10-09 12:20:15.113000+00:00,1742381,1,False
22734181,Great Answer,2017-03-27 07:24:41.497000+00:00,232394,1,False
25509332,Great Answer,2017-10-16 15:56:36.287000+00:00,276622,1,False
12257867,Fanatic,2014-11-26 12:58:33.820000+00:00,2399024,1,False
18616840,Great Question,2016-05-11 11:33:31.940000+00:00,2265763,1,False
12419922,Great Answer,2014-12-12 08:55:41.897000+00:00,63011,1,False
14048007,Great Question,2015-05-04 04:51:42.163000+00:00,20951,1,False
17241818,python,2016-01-24 03:07:27.277000+00:00,625914,1,True
21732676,Great Answer,2017-01-10 16:19:25.433000+00:00,816620,1,False
28325202,Great Answer,2018-05-29 09:05:19.537000+00:00,3632314,1,False
3472634,Fanatic,2012-05-28 04:47:48.670000+00:00,297408,1,False
19081242,Great Answer,2016-06-19 03:34:37.133000+00:00,63034,1,False
25615939,Unsung Hero,2017-10-24 21:25:59.350000+00:00,6876009,1,False
24737604,Fanatic,2017-08-22 06:00:15.490000+00:00,7224597,1,False
17099987,Steward,2016-01-12 17:03:25.853000+00:00,4103496,1,False
24241214,Copy Editor,2017-07-22 20:57:37.410000+00:00,6451573,1,False
25726986,Great Answer,2017-11-02 10:19:55.340000+00:00,998639,1,False
24896420,Great Question,2017-09-04 09:45:33.293000+00:00,995197,1,False
924984,Unsung Hero,2010-07-13 09:36:23.640000+00:00,56837,1,False
19511336,Fanatic,2016-07-22 06:52:27.620000+00:00,5275639,1,False
17486624,Electorate,2016-02-12 04:57:58.787000+00:00,2916761,1,False
26926463,Unsung Hero,2018-02-11 22:30:28.357000+00:00,5817001,1,False
12684743,Fanatic,2015-01-13 00:03:39.357000+00:00,767499,1,False
14143802,Electorate,2015-05-11 20:53:06.230000+00:00,626853,1,False
27158726,Electorate,2018-03-02 23:46:29.137000+00:00,86646,1,False
25169035,Populist,2017-09-25 18:37:19.167000+00:00,1469092,1,False
22856440,Great Answer,2017-04-05 08:45:43.123000+00:00,6782,1,False
14305258,Great Answer,2015-05-25 13:59:30.153000+00:00,79439,1,False
3936820,Populist,2012-07-27 06:39:14.233000+00:00,526093,1,False
11142844,Populist,2014-08-30 00:12:26.043000+00:00,458940,1,False
13574857,Great Answer,2015-04-03 18:22:38.990000+00:00,601179,1,False
26848096,Great Answer,2018-02-05 11:54:42.653000+00:00,31116,1,False
16706282,Great Answer,2015-12-07 10:20:43.177000+00:00,6852,1,False
26648422,Great Answer,2018-01-19 02:35:07.290000+00:00,106435,1,False
6685705,Great Answer,2013-06-14 20:05:21.383000+00:00,475150,1,False
26094087,Great Question,2017-11-30 16:00:16.430000+00:00,20023,1,False
8763480,Great Answer,2014-01-23 11:34:45.487000+00:00,60950,1,False
15107316,Great Answer,2015-07-31 15:19:53.030000+00:00,1287476,1,False
2519804,Populist,2011-11-30 23:38:21.463000+00:00,15614,1,False
29092456,Fanatic,2018-08-04 07:25:04.763000+00:00,9291166,1,False
1527245,Fanatic,2011-03-15 14:43:03.843000+00:00,532530,1,False
28542567,Great Answer,2018-06-17 10:22:40.970000+00:00,411,1,False
13819172,Great Answer,2015-04-18 01:16:43.343000+00:00,341459,1,False
3971699,Great Answer,2012-08-01 21:24:20.937000+00:00,375343,1,False
10590839,Socratic,2014-07-02 17:44:21.157000+00:00,107409,1,False
5884897,Great Question,2013-03-20 05:19:26.020000+00:00,51816,1,False
2152468,Great Question,2011-09-05 13:59:15.070000+00:00,123248,1,False
25245713,Electorate,2017-10-02 06:28:55.077000+00:00,8208215,1,False
27166485,Fanatic,2018-03-04 00:25:25.107000+00:00,1355424,1,False
17923017,Great Question,2016-03-16 21:29:02.640000+00:00,1333114,1,False
12650465,Populist,2015-01-08 22:04:19.023000+00:00,108445,1,False
12200889,Great Answer,2014-11-20 17:10:10.180000+00:00,68587,1,False
18415526,Great Answer,2016-04-25 09:08:54.680000+00:00,193903,1,False
17321658,Stellar Question,2016-01-30 01:42:47.667000+00:00,1717276,1,False
18404994,Steward,2016-04-24 03:47:02.833000+00:00,2581872,1,False
6423316,Steward,2013-05-16 17:27:16.227000+00:00,981047,1,False
16789846,Populist,2015-12-14 08:28:26.997000+00:00,3137536,1,False
28210081,Great Answer,2018-05-18 16:19:55.537000+00:00,1784834,1,False
26049443,Great Answer,2017-11-27 17:51:22.270000+00:00,17343,1,False
25491753,Great Answer,2017-10-14 21:01:28.690000+00:00,3043,1,False
22613143,Great Answer,2017-03-17 10:31:19.403000+00:00,115145,1,False
4738334,Great Answer,2012-11-10 19:16:05.340000+00:00,1950,1,False
7477525,Great Answer,2013-09-11 12:49:07.180000+00:00,33213,1,False
18700492,Great Answer,2016-05-18 08:11:40.263000+00:00,71146,1,False
10328048,Great Answer,2014-06-18 11:55:52.573000+00:00,549010,1,False
22783247,Unsung Hero,2017-03-30 09:28:14.960000+00:00,1533933,1,False
10872774,Great Answer,2014-07-31 11:32:29.353000+00:00,137511,1,False
29610026,Fanatic,2018-09-20 06:10:31.773000+00:00,3023116,1,False
10137290,Great Answer,2014-05-28 12:31:12.420000+00:00,200442,1,False
7076073,Electorate,2013-07-29 07:24:29.403000+00:00,1428191,1,False
19471814,Populist,2016-07-21 12:02:12.423000+00:00,1369879,1,False
7193169,mysql,2013-08-10 03:02:06.303000+00:00,233196,1,True
23903468,jquery,2017-06-28 04:02:20.137000+00:00,887539,1,True
15620059,Steward,2015-09-14 19:24:13.280000+00:00,2246380,1,False
3494649,Fanatic,2012-05-31 13:38:03.883000+00:00,1224741,1,False
9577654,Steward,2014-04-01 07:47:28.983000+00:00,363385,1,False
24054212,Great Answer,2017-07-10 09:43:46.483000+00:00,341518,1,False
22883808,Fanatic,2017-04-07 00:19:20.707000+00:00,5318465,1,False
25724458,Fanatic,2017-11-02 06:58:25.463000+00:00,93747,1,False
8855180,Unsung Hero,2014-01-31 23:23:42.750000+00:00,1227469,1,False
9980712,Populist,2014-05-12 07:31:53.927000+00:00,438589,1,False
17905802,Great Answer,2016-03-15 19:11:45.970000+00:00,1313904,1,False
21929146,Great Answer,2017-01-26 08:03:24.863000+00:00,18771,1,False
5652097,Great Answer,2013-02-27 21:59:41.830000+00:00,158676,1,False
5785626,Fanatic,2013-03-11 01:16:06.127000+00:00,1666116,1,False
22325477,Populist,2017-02-23 23:16:57.053000+00:00,23199,1,False
13498246,Populist,2015-03-27 15:25:09.213000+00:00,489,1,False
21472166,Electorate,2016-12-16 06:11:57.213000+00:00,1350184,1,False
26013780,Electorate,2017-11-24 05:39:08.530000+00:00,1152410,1,False
2116448,Unsung Hero,2011-08-26 12:44:48.707000+00:00,705627,1,False
18861446,Stellar Question,2016-05-31 21:29:41.433000+00:00,2368,1,False
27297958,Electorate,2018-03-14 04:16:59.703000+00:00,3803046,1,False
22355232,Populist,2017-02-26 17:16:40.723000+00:00,776562,1,False
14173890,Great Answer,2015-05-13 22:01:52.393000+00:00,939860,1,False
13252694,Great Answer,2015-03-06 04:16:17.367000+00:00,50890,1,False
18712660,Electorate,2016-05-19 02:54:17.093000+00:00,3103677,1,False
17507617,Steward,2016-02-14 05:27:20.197000+00:00,4726707,1,False
5244279,Marshal,2013-01-14 13:56:13.960000+00:00,1065525,1,False
12989644,Great Answer,2015-02-10 12:23:20.660000+00:00,1384374,1,False
23976111,Fanatic,2017-07-04 05:05:33.303000+00:00,4214712,1,False
22563244,Fanatic,2017-03-14 08:01:42.713000+00:00,7252182,1,False
10590709,Socratic,2014-07-02 17:44:21.157000+00:00,151937,1,False
17337845,Fanatic,2016-02-01 02:57:08.550000+00:00,2774914,1,False
15502656,Unsung Hero,2015-09-03 21:41:39.177000+00:00,2229272,1,False
17776033,Populist,2016-03-05 09:48:28.020000+00:00,1640606,1,False
5887719,Electorate,2013-03-20 11:10:02.577000+00:00,624741,1,False
17595250,Steward,2016-02-20 13:49:46.107000+00:00,559745,1,False
12226945,Steward,2014-11-23 20:24:03.937000+00:00,512728,1,False
13381055,Great Question,2015-03-18 05:45:11.053000+00:00,624657,1,False
18514920,Populist,2016-05-03 05:59:54.287000+00:00,3593996,1,False
27826798,Fanatic,2018-04-17 01:17:26.937000+00:00,6701210,1,False
5160104,Great Answer,2013-01-03 12:52:48.170000+00:00,268669,1,False
13412832,Socratic,2015-03-20 01:09:17.617000+00:00,1613983,1,False
18455337,Great Question,2016-04-27 20:52:34.880000+00:00,139766,1,False
3769699,Populist,2012-06-30 02:54:46.120000+00:00,464685,1,False
14342929,Great Answer,2015-05-28 09:03:02.280000+00:00,655814,1,False
3523334,Fanatic,2012-06-06 10:34:44.387000+00:00,64174,1,False
25717293,Populist,2017-11-01 16:32:58.980000+00:00,4124076,1,False
6471889,Steward,2013-05-22 09:09:33.457000+00:00,573032,1,False
8913210,Electorate,2014-02-06 18:36:51.470000+00:00,1832221,1,False
18554117,Steward,2016-05-05 21:21:26.120000+00:00,3853934,1,False
15195901,Stellar Question,2015-08-08 09:36:33.627000+00:00,26948,1,False
15408574,Fanatic,2015-08-26 17:05:22.447000+00:00,951001,1,False
24969547,Fanatic,2017-09-10 00:34:46.053000+00:00,7878369,1,False
28998692,Great Answer,2018-07-26 23:25:04.203000+00:00,6260170,1,False
5914079,Great Question,2013-03-22 15:53:41.443000+00:00,211,1,False
25595177,Great Answer,2017-10-23 14:37:09.237000+00:00,3139681,1,False
11761722,Populist,2014-10-08 13:31:16.547000+00:00,642389,1,False
19649878,Steward,2016-07-29 14:41:01.213000+00:00,3704831,1,False
6263048,Great Question,2013-04-29 07:06:40.603000+00:00,779763,1,False
24718076,Unsung Hero,2017-08-20 13:52:02.427000+00:00,3474397,1,False
10724788,Great Question,2014-07-15 23:27:28.150000+00:00,94813,1,False
13771071,string,2015-04-16 03:10:27.560000+00:00,284240,1,True
14283601,Electorate,2015-05-22 18:47:10.080000+00:00,2246380,1,False
21508114,Fanatic,2016-12-20 00:17:11.580000+00:00,3215358,1,False
13429086,Great Answer,2015-03-21 16:36:50.987000+00:00,1561269,1,False
1627943,Fanatic,2011-04-15 14:41:35.817000+00:00,565968,1,False
2823750,Electorate,2012-02-06 17:06:50.450000+00:00,152061,1,False
27474328,Great Answer,2018-03-22 22:05:32.347000+00:00,336656,1,False
19943014,Great Answer,2016-08-22 06:34:21.667000+00:00,6329,1,False
21388670,Fanatic,2016-12-09 03:30:38.680000+00:00,5062846,1,False
27357835,Great Answer,2018-03-18 19:34:32.663000+00:00,9137,1,False
29699830,Unsung Hero,2018-09-27 23:01:57.897000+00:00,185123,1,False
17464125,Electorate,2016-02-10 15:56:58.973000+00:00,5621509,1,False
6161714,Great Answer,2013-04-17 21:52:22.867000+00:00,205192,1,False
28462965,ruby-on-rails,2018-06-10 04:03:58.377000+00:00,317989,1,True
29391691,Great Question,2018-08-31 07:50:23.813000+00:00,608639,1,False
27937381,java,2018-04-25 14:40:35.660000+00:00,1711796,1,True
20825304,Fanatic,2016-11-02 08:08:14.500000+00:00,4716629,1,False
28126877,Great Answer,2018-05-11 16:20:31.537000+00:00,4657956,1,False
10742360,Unsung Hero,2014-07-17 12:22:34.090000+00:00,2361868,1,False
20264420,Great Answer,2016-09-16 19:24:36.113000+00:00,2714355,1,False
25650390,Unsung Hero,2017-10-27 03:09:03.697000+00:00,2500100,1,False
4833442,Great Answer,2012-11-21 18:23:46.447000+00:00,187690,1,False
23590132,Socratic,2017-06-02 11:19:36.920000+00:00,769449,1,False
18254368,Great Answer,2016-04-12 14:24:53.053000+00:00,1520993,1,False
19780870,Great Answer,2016-08-08 22:35:02.700000+00:00,437217,1,False
26714345,Populist,2018-01-24 16:39:17.527000+00:00,2523651,1,False
12640384,Electorate,2015-01-08 01:42:51.413000+00:00,1355089,1,False
27313242,Great Question,2018-03-15 00:49:20.393000+00:00,282886,1,False
29950330,Unsung Hero,2018-10-19 17:30:20.660000+00:00,5608948,1,False
2901313,jquery,2012-02-21 03:02:25.653000+00:00,82548,1,True
3471611,Unsung Hero,2012-05-27 20:57:56.327000+00:00,426812,1,False
10447040,Great Answer,2014-07-01 18:10:13.630000+00:00,86046,1,False
16369940,Populist,2015-11-16 20:05:25.537000+00:00,1176671,1,False
30390419,Great Answer,2018-11-27 17:15:18.557000+00:00,3440673,1,False
18350803,Great Question,2016-04-20 00:28:50.760000+00:00,140995,1,False
21091935,Stellar Question,2016-11-18 10:37:37.537000+00:00,113716,1,False
11734893,Great Answer,2014-10-06 07:46:38.090000+00:00,135786,1,False
29360166,Great Question,2018-08-28 21:40:16.710000+00:00,1898718,1,False
15490742,spring-mvc,2015-09-03 03:09:48.603000+00:00,280244,1,True
20000665,Fanatic,2016-08-26 00:09:21.137000+00:00,5647260,1,False
26417029,Great Answer,2018-01-01 22:04:35.257000+00:00,1055690,1,False
15224211,Steward,2015-08-11 08:33:19.593000+00:00,165071,1,False
22474575,Great Question,2017-03-07 12:53:56.667000+00:00,2371861,1,False
13165172,Great Answer,2015-02-26 09:39:00.873000+00:00,2435409,1,False
9459845,Great Answer,2014-03-20 16:13:17.333000+00:00,31582,1,False
15285055,Great Question,2015-08-16 14:56:37.697000+00:00,357236,1,False
27956982,Unsung Hero,2018-04-26 19:37:18.043000+00:00,1977018,1,False
26768750,Great Answer,2018-01-29 15:27:25.083000+00:00,307293,1,False
30210294,Great Answer,2018-11-12 08:00:15.020000+00:00,3839716,1,False
2310927,Electorate,2011-10-12 21:48:07.767000+00:00,458042,1,False
29630027,Great Answer,2018-09-21 15:30:10.243000+00:00,2258817,1,False
21819005,Great Question,2017-01-17 18:44:11.757000+00:00,1209635,1,False
25439655,Steward,2017-10-10 19:26:40.243000+00:00,383710,1,False
17119728,Fanatic,2016-01-14 00:57:28.717000+00:00,1805902,1,False
7976094,Stellar Question,2013-11-02 05:15:35.537000+00:00,3085,1,False
27150464,Steward,2018-03-02 09:32:42.667000+00:00,599765,1,False
22444444,dictionary,2017-03-05 04:08:11.333000+00:00,174728,1,True
23280718,Great Question,2017-05-09 09:03:55.887000+00:00,23671,1,False
26365435,Fanatic,2017-12-26 00:11:36.680000+00:00,1442880,1,False
4275510,Great Answer,2012-09-18 22:06:20.407000+00:00,388520,1,False
10964179,Electorate,2014-08-11 00:32:22.677000+00:00,3859027,1,False
23954312,Great Answer,2017-07-02 01:15:44.033000+00:00,50079,1,False
15094883,Great Answer,2015-07-30 16:55:05.803000+00:00,473798,1,False
18716673,Unsung Hero,2016-05-19 09:50:38.240000+00:00,1362531,1,False
20645191,Electorate,2016-10-18 05:41:21.100000+00:00,2109038,1,False
13418675,Unsung Hero,2015-03-20 13:19:14.187000+00:00,2260930,1,False
4700980,Great Answer,2012-11-06 17:42:06.643000+00:00,15828,1,False
20010841,Electorate,2016-08-26 16:36:03.767000+00:00,6320655,1,False
16257764,Great Answer,2015-11-08 01:18:11.800000+00:00,637367,1,False
19616510,Unsung Hero,2016-07-27 16:47:02.997000+00:00,1276136,1,False
7959219,Great Question,2013-10-31 11:37:39.557000+00:00,57627,1,False
20190341,Steward,2016-09-11 07:34:13.150000+00:00,3915438,1,False
28027122,Unsung Hero,2018-05-03 08:36:48.300000+00:00,3635330,1,False
5036859,Electorate,2012-12-14 17:23:55.123000+00:00,1714,1,False
28342924,Stellar Question,2018-05-30 13:54:37.023000+00:00,1087106,1,False
13687281,Fanatic,2015-04-13 10:04:41.743000+00:00,3061335,1,False
27955343,Great Answer,2018-04-26 17:02:02.150000+00:00,375799,1,False
19872085,Great Answer,2016-08-16 07:47:26.227000+00:00,3871797,1,False
11310683,Stellar Question,2014-09-17 15:10:10.390000+00:00,62194,1,False
7959554,Unsung Hero,2013-10-31 12:07:43.950000+00:00,1557584,1,False
28783616,Great Answer,2018-07-09 08:02:49.130000+00:00,1033831,1,False
10591015,Socratic,2014-07-02 17:44:21.157000+00:00,291701,1,False
14871102,Great Answer,2015-07-12 09:14:32.943000+00:00,2371441,1,False
17807647,Unsung Hero,2016-03-08 08:57:58.810000+00:00,4982088,1,False
14390479,Populist,2015-06-01 18:13:34.813000+00:00,57433,1,False
21438483,Copy Editor,2016-12-13 18:05:26.883000+00:00,2577852,1,False
3118087,Electorate,2012-03-26 19:54:27.210000+00:00,217219,1,False
4636833,Unsung Hero,2012-10-30 05:00:33.787000+00:00,220005,1,False
17967480,Great Answer,2016-03-20 18:49:45.327000+00:00,393804,1,False
1416398,Great Answer,2011-02-08 16:28:52.453000+00:00,128043,1,False
6191655,Fanatic,2013-04-21 09:30:43.100000+00:00,461564,1,False
